title,author,isbn,annual circs
title,author,isbn,count
The big brown box /,"Russo, Marisabina.",068817096X (trade : alk. paper) | 0688170978 (lib. bdg. : alk. paper),3
The big brown box /,"Russo, Marisabina.",068817096X (trade : alk. paper) | 0688170978 (lib. bdg. : alk. paper),3
Heirs and parents /,"McInerny, Ralph M.",031220311X,3
Kittens :,"Amoroso, Cynthia.",156766797X (lib. reinforced),3
The wings of Merlin /,"Barron, T. A.",039923456X,3
Spellbinder :,"Lalicki, Tom.",082341499X (hard),3
Olivia saves the circus /,"Falconer, Ian,",068982954X,3
Ants in my pants /,"Mould, Wendy.",061809640X,3
The cat who went up the creek /,"Braun, Lilian Jackson.",039914675X (acidfree paper) :,3
Balzac and the little Chinese seamstress /,"Dai, Sijie,",037541309X,3
Gone for good /,"Coben, Harlan,",038533558X :,3
Guinea pigs /,"Evans, Mark,",156458125X :,3
What do we know :,"Oliver, Mary.",030680994X,3
Ballerina flying /,"Brandenberg, Alexa.",006029549X :,3
Stone soup /,"Muth, Jon J.",043933909X (lib. bdg.) :,3
Babies /,"Asquith, Ros.",068985501X (lib. bdg.) :,3
The farm /,"Butler, Andrea.",094732805X (pbk.),3
Teach your child to read in 100 easy lessons /,"Engelmann, Siegfried.",034612557X (pbk.) :,3
Chicks & chickens /,"Gibbons, Gail.",082341700X (lib. bdg.) :,3
Hamsters & gerbils /,"Head, Honor.",073982886X,3
A tiger called Thomas /,"Zolotow, Charlotte,",078680517X :,3
Family knits :,"Bliss, Debbie.",157076123X,3
Tracks in the snow /,"Yee, Wong Herbert.",080506771X (lib. bdg.) :,3
Where is the green sheep? /,"Fox, Mem,",015204907X (lib. bdg.) :,3
The surrogate thief /,"Mayor, Archer.",089296815X,3
Playtime /,"Stanley, Mandy.",075345680X :,3
I fall down /,"Cobb, Vicki.",068817843X (lib. bdg.) :,3
The story of the Easter Bunny /,"Tegen, Katherine Brown.",006050711X :,3
We've all got bellybuttons! /,"Martin, David,",076361775X (lib. bdg.) :,3
Freakonomics :,"Levitt, Steven D.",006073132X :,3
Mr Muo's travelling couch /,"Dai, Sijie,",070117739X,3
My pony Jack /,"Meister, Cari.",067005917X (lib. bdg.) :,3
Julie and Julia :,"Powell, Julie.",031610969X :,3
Bones rock! :,"Larson, Peter L.",193122935X (pbk.) :,3
"Sleep tight, Little Bear /","Waddell, Martin.",076362439X :,3
On the way to kindergarten /,"Kroll, Virginia L.",039924168X (lib. bdg.) :,3
Mockingbird :,"Shields, Charles J.,",080507919X :,3
The cat who had 60 whiskers /,"Braun, Lilian Jackson.",039915390X,3
Early-start potty training /,"Sonna, Linda,",007145800X (pbk.) :,3
Suffer the little children /,"Leon, Donna.",087113960X :,3
A tooth story /,"McNamara, Margaret.",068986423X (pbk.) | 0689864248 (lib. bdg.),3
Concealed in death /,"Robb, J. D.,",039916443X : HRD,3
Big pumpkin /,"Silverman, Erica.",002782683X :,3
Wild fire :,"DeMille, Nelson.",044657967X (hc) :,3
The glass castle :,"Walls, Jeannette.",074324754X (pbk.) :,3
The bear went over the mountain /,"Wells, Rosemary",059002910X,4
Eloise :,"Thompson, Kay,",067122350X,4
Henry and Mudge and the careful cousin :,"Rylant, Cynthia.",002778021X : | 0689810075,4
"Lyle, Lyle, crocodile.","Waber, Bernard.",039516995X (lib. bdg.) :,4
The magic school bus inside a hurricane /,"Cole, Joanna.",059044686X (lib. bdg.) : | 0590446878,4
Murder on the Orient Express /,"Christie, Agatha,",039608575X :,4
The shipping news /,"Proulx, Annie.",068419337X :,4
Under a wing :,"Lindbergh, Reeve.",068480770X,4
The Wall Street Journal guide to understanding personal finance /,"Morris, Kenneth M.",068483362X (w/disk) | 0684833611 (w/o disk),4
"What do you say, dear? /","Joslin, Sesyle.",020109391X : | 0060230746 (lib. bdg.) :,4
Count your way through Japan /,"Haskins, James,",087614301X,4
This year's garden /,"Rylant, Cynthia.",002777970X,4
The first man in Rome /,"McCullough, Colleen,",068809368X,4
Splash! /,"McDonnell, Flora.",076360481X (hardcover) :,4
"Destination, Mars /","Simon, Seymour.",068815770X | 0688157718,4
Kittens :,"Amoroso, Cynthia.",156766797X (lib. reinforced),4
I love you just the way you are /,"Miller, Virginia.",076361288X :,4
The murder book /,"Kellerman, Jonathan.",037543173X,4
The body in the lighthouse :,"Page, Katherine Hall.",038097844X :,4
Chicks & chickens /,"Gibbons, Gail.",082341700X (lib. bdg.) :,4
In the devil's snare :,"Norton, Mary Beth.",037540709X,4
The day the babies crawled away /,"Rathmann, Peggy.",039923196X (lib. bdg.) :,4
The Amulet of Samarkand /,"Stroud, Jonathan.",078681859X :,4
Where is the green sheep? /,"Fox, Mem,",015204907X (lib. bdg.) :,4
Wild about books /,"Sierra, Judy.",037582538X :,4
The story of the Easter Bunny /,"Tegen, Katherine Brown.",006050711X :,4
Locked rooms : ,"King, Laurie R.",055380197X,4
Saving the world :,"Alvarez, Julia.",156512510X :,4
Oink /,"Palatini, Margie.",068986258X (lib. bdg.) :,4
Cookies :,"Rosenthal, Amy Krouse.",006058081X :,4
The rising tide :,"Shaara, Jeff,",034546141X,4
Peter and the shadow thieves /,"Barry, Dave.",078683787X (lib. bdg.) :,4
Special topics in calamity physics /,"Pessl, Marisha.",067003777X :,4
Grasshopper on the road /,"Lobel, Arnold.",006023962X (lib. bdg.) :,4
Ridiculous riddles /,"Tait, Chris.",080697897X,4
The gifts of imperfection :,"Brown, Brené.",159285849X : PAP,4
"Good work, Amelia Bedelia /","Parish, Peggy.",068880022X | 0688840221 (lib. bdg.),5
Hop on Pop /,"Seuss,",039480029X,5
The moonstone /,"Collins, Wilkie,",055306505X,5
"No, no /","Cowley, Joy.",155911164X (pbk) : | 1559111615 (set),5
Silly Tilly's valentine /,"Hoban, Lillian",006027400X | 0060274018 (lib. bdg.),5
Sylvester and the magic pebble /,"Steig, William,",067166154X,5
The tub people /,"Conrad, Pam.",006021340X | 0060213418 (lib. bdg.) :,5
Certain prey /,"Sandford, John,",039914496X (alk. paper),5
If I crossed the road /,"Kroninger, Stephen.",068981190X,5
Atlantis :,"Balit, Christina.",080506334X,5
Tales from old Ireland /,"Doyle, Malachy.",190228397X,5
Ruby's beauty shop /,"Wells, Rosemary.",067003553X :,5
Mouse's first fall /,"Thompson, Lauren.",068985837X (lib. bdg.) :,5
"Inside, outside, upside down /","Berenstain, Stan,",067988632X,5
Backyard birds of winter /,"Lerner, Carol.",068812819X (trade) : | 0688128203 (lib. ed.),6
The Berenstain Bears visit the dentist /,"Berenstain, Stan,",039494836X,6
2001 cross stitch designs :,,069620780X,6
"Bravo, Amelia Bedelia! /","Parish, Herman.",068815154X (trade) | 0688151558 (lib. bdg.),6
Sally's new shoes /,"Smith, Annette.",076354163X,6
Sports machines /,"Barrett, Norman S.",053114299X,6
Waiting for the barbarians /,"Coetzee, J. M.,",014006110X (pbk.),6
Hamsters :,"Amoroso, Cynthia.",156766802X (lib. reinforced),6
"The chronicles of Chrestomanci, volume I /","Jones, Diana Wynne",006447268X (v. 1 : pbk.),6
Monster trucks! /,"Todd, Mark,",061818208X :,6
The very clumsy click beetle /,"Carle, Eric",039923201X,6
As I lay dying :,"Faulkner, William,",067973225X :,7
Max's toys :,"Wells, Rosemary.",080376068X :,7
The tale of Timmy Tiptoes /,"Potter, Beatrix,",072323471X :,7
Little Pea /,"Rosenthal, Amy Krouse.",081184658X :,7
On Earth /,"Karas, G. Brian.",039924025X (lib. bdg.) :,7
Grasshopper on the road /,"Lobel, Arnold.",006023962X (lib. bdg.) :,7
Frog and Toad together /,"Lobel, Arnold.",069401298X,8
Interpreter of maladies :,"Lahiri, Jhumpa.",039592720X | 0618101365,8
Fish eyes :,"Ehlert, Lois.",015216281X,8
The glass castle :,"Walls, Jeannette.",074324754X (pbk.) :,9
Looking for a moose /,"Root, Phyllis.",076362005X (lib. bdg.) :,11
