title,author,isbn,count
"The Rosie stories /","Voigt, Cynthia.","0823416259 (lib. bdg.) :",1
"The family Fang /","Wilson, Kevin,","9780061579035 : | 0061579033 :",1
"Frankie Pickle and the Pine Run 3000 /","Wight, Eric,","9781416964858 (lib. bdg.) : | 1416964851 (lib. bdg.) :",1
"Annie and Snowball and the shining star :","Rylant, Cynthia.","9781416939467 (lib. bdg.) : | 1416939466 (lib. bdg.) :",1
"Rick Steves' Spain 2014.","Steves, Rick,","9781612386737 (pbk.) | 1612386",1
"The return of Sherlock Holmes",,"0788604902 | 9780788604904",1
"The midwife's apprentice /","Cushman, Karen.","0395692296 | 9780395692295",1
"Shiloh /","Naylor, Phyllis Reynolds.",0689316143,1
"Lon Po Po :","Young, Ed.","0399216197 (lib. bdg.) :",1
"Golem /","Wisniewski, David.",0395726182,1
"The favorite daughter /","Say, Allen.","9780545176620 : SAL | 054517662X : SAL",1
Astray,"Donoghue, Emma,","9781611134209 | 161113420X",1
"The Sonderberg case :","Wiesel, Elie","9780307734631 : | 0307734633 :",1
Alphabutt,"Dawson, Kimya.",,1
"Animal poems /","Worth, Valerie.","9780374380571 : | 0374380570 :",1
"Arthur and the cootie-catcher /","Krensky, Stephen,","9780316122665 (pbk.) : | 0316122661 (pbk.) :",1
"Stitch savvy :","Moebes, Deborah.","9781440229473 : | 1440229473",1
"Hungry! Hungry! Hungry! /","Doyle, Malachy.","1561452416 | 9781561452415",1
"What can a crane pick up? /","Dotlich, Rebecca Kai.","9780375867262 (hard cover) | 9",1
"Road maps /","Mahaney, Ian F.","9781404230569 (lib. bdg.) : | ",1
"From the mixed-up files of Mrs. Basil E. Frankweiler /","Konigsburg, E. L.","078627297X (lg. print)",1
"Cry baby /","Brown, Ruth.",0525459022,1
"Substitute :","Baker, Nicholson,","9780399160981 : HRD | 0399160981 : HRD",1
"Paper wishes /","Sepahban, Lois,","9780374302160 : HRD | 0374302162 : HRD",1
"Blubber /","Blume, Judy.",0878880720,1
"Son /","Lowry, Lois.","9780547887203 : | 0547887205 :",1
"The doll people /","Martin, Ann M.,","0786803614 (trade) | 0786823720 (lib. ed.)",1
"A student of weather /","Hay, Elizabeth,","158243123X (alk. paper)",1
"Christodora :","Murphy, Tim,","9780802125286 : HRD | 080212528X : HRD",1
"Rogue lawyer /","Grisham, John","9780385539432 | 0385539436",1
"Captain Blood,","Sabatini, Rafael, 1875-1950.",,1
"Islands /","Steele, Philip,","0876149972 | 9780876149973",1
"A week in winter / ","Willett, Marcia.","0312287852 :",1
"Jessica /","Henkes, Kevin.","068807829X : | 0688078303 (lib. bdg.)",1
"& sons :","Gilbert, David,","9780812993967 : | 0812993969 :",1
"The Paris wife :","McLain, Paula.","0345521307 | 9780345521309 (ha",1
"Resistance :","Shreve, Anita.","0316789844 | 9780316789844 | 0316789992 (cloth) | 9780316789998 (cloth)",1
"Lie down with lions /","Follett, Ken.",0688058914,1
"A visual introduction to whales, dolphins, and porpoises /","Stonehouse, Bernard.","0816039224 : | 9780816039227",1
"Rotten Ralph helps out /","Gantos, Jack.",0374363552,1
"The tiger has a toothache :","Lauber, Patricia.",0792234413,1
"Hattie and the fox /","Fox, Mem,","9780027354706 (lib. bdg.) : | 0027354709 (lib. bdg.) :",1
"Where does Joe go? /","Pearson, Tracey Campbell.",0374383197,1
"The cay /","Taylor, Theodore,","0385079060 | 9780385079068 | 0440416639 | 9780440416630 | 9780440229124 | 044022912X | 9780440416630 : PAP | 0440416639 : PAP",1
"Dream when you're feeling blue :","Berg, Elizabeth.",1400065100,1
"The untold story of the talking book /","Rubery, Matthew,","9780674545441 : HRD | 0674545443 : HRD",1
"Total recall :","Paretsky, Sara.",0385313667,1
"Hotshots! /","Demarest, Chris L.","0689848161 (lib. bdg.) :",1
"Weird friends :","Aruego, Jose.","0152021280 :",1
"Eyes at my feet /","Hickford, Jessie.",0816162166,1
"To be loved","Bublâe, Michael.",,1
"We love school! /","Janovitz, Marilyn.","9780735821125 : | 0735821127 :",1
"1 2 3 :","Jay, Alison.","9780525478362 : | 0525478361 :",1
"Digger Dog /","Bee, William","9780763661625 : SAL | 07636616",1
"Everywhere babies /","Meyers, Susan.",0152022260,1
"Eats /","Jocelyn, Marthe.","9780887768200 : | 0887768202 :",1
"Here is the baby /","Kanevsky, Polly.","9780375867316 | 0375867317 | 9780375967313 | 0375967311",1
"Battle hymn of the tiger mother /","Chua, Amy.","9781594202841 : | 1594202842 :",1
"Falling in love /","Leon, Donna,","9780802123534 : HRD | 0802123538 : HRD",1
"Allegiance /","Roosevelt, Kermit,",9781941393307,1
"The kitchen gardener's handbook /","Bartley, Jennifer R.","9780881929560 (pbk.) : | 08819",1
"What's the time, Mr. Wolf? /","Gliori, Debi.","9780802734327 (hbk.) | 0802734324 (hbk.) | 9780827343344 (lib. bdg.) | 0827343345 (lib. bdg.)",1
"Where to, Little Wombat? /","Fuge, Charles.","1402736983 :",1
"The Pajama game",,1419810871,1
"Absolute truths :","Howatch, Susan.",0679412069,1
"The true story of Hansel and Gretel :","Murphy, Louise,","9781494500757 | 1494500752 | 9781494530754 (library edition) | 1494530759 (library edition)",1
"Lord John and the hand of devils /","Gabaldon, Diana.","0385311397 | 9780385311397 (hardcover)",1
"Lord John and the brotherhood of the blade /","Gabaldon, Diana.","0385337493 | 9780385337496",1
"Crazy dangerous /","Klavan, Andrew.","9781595547934 : HRD | 1595547932 : HRD",1
"The Scarlet Pimpernel /","Orczy, Emmuska Orczy,","9780375406584 : | 0375406581 :",1
"The dead of winter /","Airth, Rennie,","9780670020935 : | 0670020931 :",1
"Mistaken identity /","Scottoline, Lisa.",0060187476,1
"The old wine shades :","Grimes, Martha.","0670034797 :",1
"Women of the wind :","Langley, Wanda.","1931798818 (lib. bdg.) :",1
"Saxophone colossus","Rollins, Sonny.",,1
"Return to Forever","Corea, Chick.",,1
"Sailing for dummies /","Isler, J. J.","9780471791430 (pbk. : alk. paper) | 0471791431 (pbk. : alk. paper)",1
"The tragedy of Macbeth /","Shakespeare, William,","9781439172254 (pbk.) : | 14391",1
"Oil ","Nesbit, Jeffrey Asher","9781613750100 : | 1613750102 :",1
"Firestorm /","Klass, David.","9780374323073 (lib. bdg.) : | 0374323070 (lib. bdg.) :",1
"Extreme measures /","Palmer, Michael,","0553072633 :",1
"Frog trouble.","Boynton, Sandra,","9786315155932 : CD | 631515593",1
"Rhinoceros tap","Boynton, Sandra.",,1
"I love boats /","McDonnell, Flora.",156402539X,1
"Look to the mountain /","Cannon, Le Grand,",,1
"Life expectancy /","Koontz, Dean R.",0553804146,1
"Asking about sex and growing up :","Cole, Joanna.","0688069282 : | 0688069274 (pbk.)",1
"It's so amazing! :","Harris, Robie H.,","0763668737 | 9780763668730 | 0763668745 | 9780763668747",1
"Soul thief :","Oliver, Jana G.","9780312614799 (pbk.) : | 0312614799 (pbk.) :",1
"Foretold /","Oliver, Jana G.","9781250021847 : PAP | 12500218",1
"Forgiven /","Oliver, Jana G.","9781451746044 : | 1451746040 :",1
"The demon trapper's daughter :","Oliver, Jane.","9781448748440 : PBD | 1448748445 : PBD",1
"Easter Island :","Vanderbes, Jennifer.","038533673X :",1
"Thursday's child /","Brown, Sandra,",0553802542,1
"The house in Amalfi / Elizabeth Adler.","Adler, Elizabeth",0312339631,1
"The week.",,,1
"The week.",,,1
"Eleanor Roosevelt /","Cook, Blanche Wiesen.","067080486X (v. 1) :",1
"The plague.","Camus, Albert,",,1
"A day in the life of a firefighter /","Hayward, Linda,","9780613350983 : PBD | 0613350987 : PBD",1
"Schoolhouse mystery /","Warner, Gertrude Chandler,","0807572632 | 9780807572634 | 9780807572627 | 0807572624",1
"Knights and castles /","Gravett, Christopher.",0789437902,1
"The music in George's head :","Slade, Suzanne,","9781629790992 : HRD | 1629790990 : HRD",1
"Veggies with wedgies /","Doodler, Todd H.","9781442493407 : HRD | 14424934",1
"Meanwhile /","Shiga, Jason","9781448769476 : PBD | 1448769477 : PBD",1
"Calligraphic flourishing :","Hildebrandt, Bill,",1567920284,1
"The Cat returns",,"078885772X | 9780788857720",1
"Rosario's fig tree /","Wahl, Charis,","9781554983414 : HRD | 155498341X : HRD",1
"Franklin goes to the hospital /",,"1550747320 (bound) | 155074734",1
"Interrupting chicken /","Stein, David Ezra","9780763641689 (lib. bdg.) : | ",1
"Good masters! Sweet ladies! :","Schlitz, Laura Amy.","9780763615789 : | 0763615781 :",1
"Inner simplicity :","St. James, Elaine.","078688097X :",1
"How full is your bucket? :","Rath, Tom.","1595620036 :",1
"Bravo! /","Guy, Ginger Foglesong; Moreno, Rene King (ILT)","9780061731808 : HRD | 00617318",1
"Bugs in My Hair?!","Catherine Stier.","9781619131118 (lib. bdg.) : | ",1
"Last ragged breath","Keller, Julia.","9781480575370 | 1480575372 | 9781480575400 (Library ed.) | 1480575402 (Library ed.)",1
"The architecture of happiness /","De Botton, Alain.","0375424431 :",1
"A tale for the time being /","Ozeki, Ruth L.","9780670026630 : | 0670026638 :",1
"Wild Bill Donovan :","Waller, Douglas C.","9781416567448 : | 1416567445 :",1
"An evil eye :","Goodwin, Jason,","9780374110406 : | 0374110409 :",1
"Bellows Falls /","Mayor, Archer H.","0783884052 (lg. print : hardcover : alk. paper)",1
"Where'd you go, Bernadette","Semple, Maria.","9781619691612 | 1619691612 | 9",1
"Goal! :","Stewart, Mark,","9780822587545 (lib. bdg.) : | ",1
"O : the Oprah magazine.",,,1
"Winter bees & other poems of the cold /","Sidman, Joyce","9780547906508 : SAL | 0547906501 : SAL",1
"A pocket for Corduroy /","Freeman, Don,",067056172X,1
"Hello, red fox /","Carle, Eric.","0689817754 (hc)",1
"Pancakes, pancakes! /","Carle, Eric.",0887081207,1
"The New York review of books.",,,1
"Cowardly Clyde /","Peet, Bill.","0808535609 :",1
"Living the good long life :","Stewart, Martha.","9780307462886 (pbk.) | 0307462",1
"True at first light /","Hemingway, Ernest,","0684849216 | 8408031198",1
"Harper's magazine.",,,1
"Fury :","Rushdie, Salman.","067946333X (acidfree paper)",1
"Message in a bottle /","Sparks, Nicholas.",0446523569,1
"The birder's handbook :","Ehrlich, Paul R.","0671621335 | 9780671621339 | 0",1
"Birds on the move :","Clark, Neal,","0945980043 (pbk.)",1
"Ishi in two worlds;","Kroeber, Theodora.",,1
"In one person :","Irving, John,","1451664125 | 9781451664126 (hb",1
"Playing dead :","Greenwood, Elizabeth,","9781476739335 : HRD | 1476739331 : HRD",1
"Decisive battles.",,"0767091590 (set) | 9780767091596 (set) | 0767091604 ([v. 1]) | 9780767091602 ([v. 1]) | 0767091612 ([v. 2]) | 9780767091619 ([v. 2]) | 0767091620 ([v. 3]) | 9780767091626 ([v. 3])",1
"There's something about Christmas /","Macomber, Debbie.",0778322254,1
"Susannah's garden /","Macomber, Debbie.","0778323021 :",1
"Crafts for St. Patrick's Day /","Ross, Kathy","0761313060 (lib. bdg.) | 9780761313069 (lib. bdg.) | 0761304479 (pbk.) | 9780761304470 (pbk.)",1
"Easter crafts /","Corwin, Judith Hoffman.","0531111458 (lib. bdg.) | 9780531111451 (lib. bdg.)",1
"The lost key /","Coulter, Catherine.","9780399164767 : HRD",1
"The glass rainbow :","Burke, James Lee,","1439128294 | 9781439128299 (ha",1
"The year of the book /","Cheng, Andrea.","9780547684635 (hbk.) | 0547684630 (hbk.)",1
"Redeployment /","Klay, Phil,","9781490623443 | 1490623442 | 9781611764536 | 161176453X",1
"Dr. Bell and Mr. Doyle",,"0779256220 | 9780779256228",1
"Let's pretend this never happened :","Lawson, Jenny,","9780399159015 : | 0399159010 :",1
"Dinosaur Bob :","Joyce, William.","0060230479 | 0060230487 (lib. bdg.) :",1
"Library mouse:","Kirk, Daniel","9780810989689 : SAL | 08109896",1
"Eddie's kingdom /","Johnson, D. B.","0618562990 :",1
"Roawr! /","Joosse, Barbara M.","9780399247774 (lib. bdg.) : | ",1
"Henry hikes to Fitchburg /","Johnson, D. B.","0395968674 | 9780395968673 | 9780618737499 | 0618737499 | 9780756967987 | 0756967988",1
"Penelope /","Harrington, Rebecca.","9780307950314 (pbk.) : | 03079",1
"Kay Thompson's Eloise :","Thompson, Kay,","9781416908234 (lib. bdg.) : | ",1
"The Jolly Roger Social Club :","Foster, Nick,","9781627793728 : HRD | 1627793720 : HRD",1
Hackers,,"0792839099 :",1
"Summersaults :","Florian, Douglas.","0060292679 :",1
"Hot potato :",,"0618315543 :",1
"Hip hop speaks to children :",,"9781402210488 : | 1402210485 :",1
"I scream, you scream :","Morrison, Lillian.","0874834953 (acidfree paper)",1
"Doctor De Soto",,"0545106753 | 9780545106757",1
"The pancake boy :","Cauley, Lorinda Bryan.",0399215050,1
"Big George :","Rockwell, Anne F.","9780152165833 (lib. bdg.) : | ",1
"George Washington :","Giblin, James.","0590425501 : | 9780590425506 | 0590481010 (pbk.) | 9780590481014 (pbk.) | 059042551X | 9780590425513",1
"Le Cirque",,,1
" Between the folds ",,,1
"The week.",,,1
"All the king's men","Warren, Robert Penn,",1419344501,1
"The cow who clucked /","Fleming, Denise,","0805072659 :",1
"For better, for worse /","Matthews, Carole.","0380820447 (pbk.) :",1
"Today at the bluebird cafe :","Ruddell, Deborah.","9780689871535 (lib. bdg.) : | ",1
"Little Pig is capable /","Roche, Denis","0395913683 :",1
"Lost in the sun","Graff, Lisa","9781101892213 : | 1101892218 : | 9781101892190 | 1101892196",1
"The emerald atlas /","Stephens, John","9780375868702 : | 0375868704 :",1
"Where are you going, where have you been? :","Oates, Joyce Carol,","0865380775 (acid free) :",1
"Day and night /","Williams, Rebel.",,1
"The cat who walked across France /","Banks, Kate,","0374399689 :",1
"Greyling /","Yolen, Jane.","0399222626 : | 9780399222627",1
"The great fuzz frenzy /","Stevens, Janet.","0152046267 :",1
"Little Red Riding Hood /","Grimm, Jacob,","9789888240791 (U.S. edition) | 988824079X",1
"The frog prince, continued /","Scieszka, Jon.",0670834211,1
"Lucia and the light /","Root, Phyllis.","9780763622961 | 0763622966 (li",1
"The ice bear /","Morris, Jackie.","9781845079680 : | 184507968X :",1
"Molly and the magic wishbone /","McClintock, Barbara.",0374349991,1
"There's a nightmare in my closet /","Mayer, Mercer,",0140547126,1
"In the company of the courtesan :","Dunant, Sarah.","1400063817 (acidfree paper)",1
"Descent :","Johnston, Tim,","9781616203047 : HRD | 1616203048 : HRD",1
"The talented Clementine","Pennypacker, Sara,",,1
"Henri's scissors /","Winter, Jeanette.","9781442464841 : HRD | 14424648",1
"I spy treasure hunt :","Marzollo, Jean.","0439042445 | 9780439042444 | 0439787254 | 9780439787253",1
"Crusader's cross : ","Burke, James Lee, ",0743277198,1
"L.A. dead /","Woods, Stuart.","0399146644 (acidfree paper)",1
"A big hand for the little lady",,,1
"Ballooning /","Perry, Phyllis Jean.",0531202348,1
"Sky jumpers /","Eddleman, Peggy,","9781480674011 : PBD | 148067401X : PBD",1
"Pirates past noon /","Osborne, Mary Pope.","9780679824251 (pbk.) : | 0679824251 (pbk.) :",1
"Wise children /","Carter, Angela,","0374291330 :",1
"The road to Wellville /","Boyle, T. Coraghessan.","0670837660 : | 0670843342",1
"The vanished man :","Deaver, Jeffery.",0743222008,1
"The twelfth card :","Deaver, Jeffery.",0743260929,1
"East of Eden /","Steinbeck, John,",0140049975,1
"Imagine :","Lehrer, Jonah.","9780547386072 : | 0547386079 :",1
"Thinking out loud :","Quindlen, Anna.","0679407111 | 9780679407119",1
"Wolf's coming! /","Kulka, Joe.","9781575059303 (lib. bdg.) : | 1575059304 (lib. bdg.) :",1
"Fastball /",,,1
"Appointment in Samarra;","O'Hara, John,",,1
"Blue-eyed devil /","Parker, Robert B.,","0399156488 | 9780399156489",1
"The Scarlet Pimpernel /","Orczy, Emmuska Orczy,","9781512426243 (pb : alk. paper)",1
"I went walking /","Williams, Sue,",0152004718,1
"Love you forever /","Munsch, Robert N.,",0920668372,1
"Dinosoaring /","Lund, Deb.","9780152060169 (lib. bdg.) : | ",1
"Over in the meadow /","Cabrera, Jane.",0823414906,1
"Flash boys :","Lewis, Michael","9780393244663 : HRD | 03932446",1
"Bad English :","Shea, Ammon","9780399165573 : HRD | 03991655",1
"The story of ain't :","Skinner, David,","9780062027467 : | 0062027468 :",1
"The rocky road to romance","Evanovich, Janet.","9780060738259 : | 0060738251 :",1
"Valley memories :",,9781597255301,1
"The kingdom /","Cussler, Clive","0399157425 | 9780399157424 (hbk.)",1
"Murder in the Palais Royal /","Black, Cara,","9781569476208 : | 1569476209 :",1
"Off the page :","Picoult, Jodi,","9780553535563 (hardback)",1
"Frommer's Washington, D.C. day by day /",,"9781628873061 : PAP | 162887306X : PAP",1
"The great escape","Phillips, Susan Elizabeth.","9780062189400 : | 0062189409 :",1
"Shadows /","McKinley, Robin.","9780399165795 (hbk.) | 0399165797 (hbk.) | 9780399256257 | 0399256253",1
"Julia's house for lost creatures /","Hatke, Ben","9781596438668 : HRD | 1596438665 : HRD",1
"Waking Beauty /","Wilcox, Leah.","9780399246159 (lib. bdg.) : | 0399246150 (lib. bdg.) :",1
"On beyond zebra /","Seuss,","0394800842 (trade hardcover) | 9780394800844 (trade hardcover) | 0394900847 (lib. bdg.) | 9780394900841 (lib. bdg.) | 0394845412 : | 9780394845418",1
"Tin Lizzie /","Drummond, Allan.","9780374320003 : | 0374320004 :",1
"What and where :","Noyed, Robert B.","1567667295 (alk. paper) :",1
"The emperor of Ocean Park /","Carter, Stephen L.,",0375431659,1
Combat!.,"Morrow, Vic","9786315007224 : DVD | 63150072",1
"Alert /","Patterson, James,","9780316407038 | 0316407038",1
"My little brother /","McPhail, David,","0152049002 (lib. bdg.) :",1
"Wilson and Miss Lovely /","Stadler, John.","9780375844782 : | 0375844783 :",1
Startupnation,,"9781933028866 : | 1933028866 :",1
"Burl Ives sings Little white duck","Ives, Burl,",,1
"The cardboard box book /","Powell, Sarah","9780312517380 : HRD | 03125173",1
"Fred Rogers",,,1
"Lottie's princess dress /","Dörrie, Doris,","0803723881 (alk. paper)",1
"Anno's magic seeds /","Anno, Mitsumasa,",0399225382,1
"Bugs up close /","Swanson, Diane,","9781554531387 : | 1554531381 :",1
"King Midas and the golden touch /","Craft, Charlotte.","0688131654 | 9780688131654 | 0688131662 | 9780688131661 | 006054063X | 9780060540630",1
"The Harrogate secret /","Cookson, Catherine.","0816146675 (lg. print) :",1
"Lost light :","Connelly, Michael,","0316711179 :",1
"On the street where you live /","Clark, Mary Higgins.",0743212193,1
"Before I say good-bye /","Clark, Mary Higgins.",0743200462,1
"Killing time :","Carr, Caleb,",0375430768,1
"Death and the walking stick :","Berry, Linda,","158724926X (softcover : alk. paper)",1
"The collected poems of Langston Hughes /","Hughes, Langston,","0679426310 : | 9780679426318 :",1
"How to grow food :","Gianfresco, Richard,","9781554078066 : | 1554078067 :",1
"The encyclopedia of container plants :","Rogers, Ray","9780881929621 : HRD | 08819296",1
"Trees of New England :","Fergus, Charles.","0762737956 (pbk. : alk. paper)",1
"Flight of the phoenix / by R.L. LaFevers ; illustrated by Kelly Murphy.","La Fevers, R. L.","9780547238654 (lib. bdg.) : | 0547238657 (lib. bdg.) :",1
"Escaping the giant wave /","Kehret, Peg.","068985272X :",1
"Celtic treasure II","Carolan, Turlough,",,1
"The collection","MacMaster, Natalie.",,1
Voyage,,,1
Storm,,,1
"The jewel in the crown",,"9781627891660 | 1627891668",1
"Yoga journal's yoga basics :","Carrico, Mara.","0805045716 (acidfree paper) | ",1
"101 American English idioms /","Collis, Harry.","9780071487726 (pbk.) : | 00714",1
Redbook.,,,1
"Good housekeeping.",,,1
"Heartwood :","Plain, Belva.","0385344120 | 9780385344128 (hbk.)",1
"After the fire /","Plain, Belva.",0385334702,1
"Trader of secrets :","Martini, Steve,","0061930237 | 9780061930232",1
"Insatiable appetites /","Woods, Stuart","9780399169151 | 0399169156",1
"Gridiron generals",,"9781422992210 : | 1422992217 :",1
"And I darken /","White, Kiersten,","9780553522310 : HRD | 0553522310 : HRD",1
"A sticky situation /","Crockett, Jessie.","9780425260210 : (paperback) | 0425260216 : (paperback)",1
"The twenty-four days before Christmas :","L'Engle, Madeleine.",9780374380052,1
"The view from the kingdom : a New England album /","Brown, Richard,",0151936374,1
"75,000+ Baby Names for the 21st Century.","Cooper, Lori.","9780734402271 (pbk.) : | 07344",1
"Pain killer",,,1
"The book of gardening projects for kids :","Cohen, Whitney.","9781604692457 : PAP | 1604692456 : PAP",1
"The Darkling curse /","Mould, Chris.","9781596433878 (lib. bdg.) : | ",1
"The Silver Casket /","Mould, Chris.","9781596433861 (lib. bdg.) : | ",1
"The icy hand /","Mould, Chris.","9781596433854 (lib. bdg.) : | ",1
"Home front /","Hannah, Kristin.","0312577206 | 9780312577209 (hardback)",1
Yentl,,,1
"Greenland /","Blashfield, Jean F.",0516236784,1
"Welcome to Russia /","Schemenauer, Elma.","9781592969210 (lib. bdg.) : | ",1
"South Africa /","Blauer, Ettagale.","9780531256039 : LIB | 05312560",1
"Ghana /","Blauer, Ettagale.","9780531206522 | 0531206521",1
"England /","Blashfield, Jean F.","9780516248691 | 0516248693",1
"Russia /","Yomtov, Nelson.","9780531275450 : LIB | 05312754",1
"Zombie in love /","DiPucchio, Kelly","9781442402706 (lib. bdg.) : | ",1
"The pelican brief /","Grisham, John","0385421982 : | 0385423543 (lg. print) :",1
"Ox-cart man /","Hall, Donald,",0670533289,1
"How we crossed the West :","Schanzer, Rosalyn.","0792237382 | 0792237366",1
"West by covered wagon :","Patent, Dorothy Hinshaw.","0802783775 (hard) | 9780802783776 (hard) | 0802783783 (reinforced) | 9780802783783 (reinforced)",1
"Westward ho! :","Penner, Lucille Recht.","0679847766 (trade : hc) | 0679947760 (lib. bdg.)",1
"How to get rich on the Oregon Trail :","Olson, Tod.","9781426304132 (lib. bdg.) : | ",1
"Yippee-yay! :","Gibbons, Gail.",0316309443,1
"The West :","Duncan, Dayton.","0316196282 | 9780316196284 | 0316196320 | 9780316196321",1
"Cowboy /","Murdoch, David Hamilton,","0789458543 | 9780789458544",1
"Hippos are huge! /","London, Jonathan,","0763665924 | 9780763665920",1
"The economist.",,,1
"The economist.",,,1
"The Pope's daughter /","Fo, Dario,","9781609452742 (pbk.) | 1609452747 (pbk.)",1
"Wards of Faerie :","Brooks, Terry.","9780345523471 : | 0345523474 :",1
"The yellow-lighted bookshop :","Buzbee, Lewis,","1555974503 :",1
"Eona :","Goodman, Alison.","9780142420935 (pbk.) | 014242093X (pbk.)",1
"Outwitting squirrels /","Adler, Bill.",1556523025,1
"Chomsky on miseducation /","Chomsky, Noam","0742529789 | 0742501299 (alk. paper)",1
"Barron's Praxis :","Postman, Robert D.","9780764194870 (pbk.) : | 07641",1
"Trojan odyssey /","Cussler, Clive",0399150803,1
"Divine inspiration :","Langton, Jane.",0670847097,1
"Sibley's birding basics /","Sibley, David,","0375709665 (pbk.) :",1
"By the shores of Silver Lake /","Wilder, Laura Ingalls,","0060264179 | 9780060264178 | 0060264160 | 9780060264161",1
"Bobby Kennedy :","Tye, Larry,","9780812993349 : HRD | 0812993349 : HRD",1
"The attorney /","Martini, Steve,",0399145362,1
"The night manager :","Le Carré, John,","0679425136 :",1
"The song reader /","Tucker, Lisa.","0743464451 (pbk.) :",1
"Flashes /","O'Rourke, Tim,","9780545829595 : HRD | 0545829593 : HRD",1
"Morgan Freeman :","Tracy, Kathleen.","1569803072 :",1
"Copper sun /","Draper, Sharon M.","0689821816 :",1
"Traveler /","Dayton, Arwen,","9780385744126 : HRD | 0385744129 : HRD",1
"Real simple.",,,1
"Traitor, the case of Benedict Arnold /","Fritz, Jean.","0399208348 :",1
"American heroes /","Delano, Marfe Ferguson.","0792272080 :",1
Zorro,"Allende, Isabel.","006078959X :",1
"Yellowstone /","Bauer, Marion Dane.","9781416954057 (lib. bdg.) : | ",1
"Close to the wind :","Malone, Peter,","9780399243998 : | 0399243992 :",1
"The belly of an architect",,"0792860756 | 9780792860754",1
"The tempest /","Shakespeare, William,","9780743482837 (pbk.) : | 07434",1
"Wheels on the bus",,"9781633797765 | 1633797767",1
"Crimson joy /","Parker, Robert B.,","0385296517 | 0385296681 (limited ed.) | 038529672X (large print ed.)",1
"Cold service /","Parker, Robert B.,","0399152407 (acidfree paper)",1
"Chance /","Parker, Robert B.,","0399141340 (acidfree paper)",1
"The elegance of the hedgehog /","Barbery, Muriel,","9781933372600 (pbk.)",1
"The last hurrah.","O'Connor, Edwin.",,1
"Mallory's oracle /","O'Connell, Carol.","0399139753 (alk. paper)",1
"Last night at the lobster /","O'Nan, Stewart,","9780670018277 : | 0670018279 :",1
"If not for the cat :","Prelutsky, Jack.","0060596775 :",1
"Snow /","Herriges, Ann.","9781600140297 (hardcover : alk",1
"Ramona the pest /","Cleary, Beverly.","9780681128071 :",1
"The blessings /","Juska, Elise.","9781455574032 (hardcover) | 14",1
"Why I wake early :","Oliver, Mary,","0807068764 (cloth : acidfree paper) | 9780807068762 (cloth : acidfree paper) | 0807068799 (pbk.) | 9780807068793 (pbk.)",1
"Stars dance.","Gomez, Selena","9786315129315 : CD | 631512931",1
"Josh Groban","Groban, Josh.",,1
"Touched by an angel",,,1
"Kitchen gardening for beginners /","Akeroyd, Simon.","9781465409614 | 1465409610",1
"Hanging baskets /","Joyce, David.","0789450690 (pbk. : alk. paper)",1
"The girl next door :","Rendell, Ruth,","9781476784328 (hbk.) | 1476784",1
"Duck! Rabbit! /","Rosenthal, Amy Krouse.","9780811868655 (lib. bdg.) : | 0811868656 (lib. bdg.) :",1
"Awake beautiful child :","Rosenthal, Amy Krouse","9781938073922 : HRD | 1938073924 : HRD",1
"The dog who knew too much :","Quinn, Spencer.","9781439157091 : | 143915709X :",1
"The soloist :","Lopez, Steve.","9780399155062 : | 0399155066 :",1
"True detectives :","Kellerman, Jonathan.","0345495144 | 9780345495143 (alk. paper)",1
"Zorro gets an outfit /","Goodrich, Carter.","9781442435353 (lib. bdg.) : | ",1
"Red velvet cupcake murder /","Fluke, Joanne,","9780758280343 | 0758280343",1
"Ford County","Grisham, John","9780307702104 : | 0307702103 :",1
"Beautiful dreamer /","Lowell, Elizabeth,",0380789930,1
"The messenger /","Silva, Daniel,","0399153357 | 9780399153358",1
"Gus and Grandpa and the two-wheeled bike /","Mills, Claudia.",0374328218,1
"Snow /","Shulevitz, Uri,","9781427243706 : PAP | 14272437",1
"Short films by Werner Herzog","Herzog, Werner,",1567304915,1
"First test /","Pierce, Tamora.","0679889140 (hc) | 0679989145 (lib. bdg.) | 0679889175 (pbk.)",1
"Hedgehog, Pig, and the sweet little friend /","Anderson, Lena.","9789129667424 : | 9129667429 :",1
"The magic school bus explores the senses /","Cole, Joanna.","0590446975 | 0590446983",1
"The betrayed /","Graham, Heather","9780778316565 (paperback) | 0778316564 (paperback)",1
"Let the dead sleep /","Graham, Heather.","9780778316015 (paperback) | 0778316017 (paperback)",1
"The Final Cut /","Coulter, Catherine.","9780399164736 (hbk.) | 0399164",1
"Those who have borne the battle :","Wright, James Edward,","9781610390729 : | 1610390725 :",1
"Demons are a ghoul's best friend :","Laurie, Victoria.","9780451223418 (pbk.) : | 04512",1
"The cat who went underground /","Braun, Lilian Jackson.","0515101230 | 9780515101232",1
"The chocolate bear burglary :","Carl, JoAnna.","0451207475 (pbk.) :",1
"The law and the lawless :","Robbins, David,","9780451473189 : (paperback) | 0451473183 : (paperback)",1
"When lions roar /","Harris, Robie H.","9780545112833 : SAL | 0545112834 : SAL",1
"The giant seed /","Geisert, Arthur.","9781592701155 : | 1592701159 :",1
"Last to know /","Adler, Elizabeth","9781250019929 (hardback)",1
"Zapped :","Clark, Carol Higgins","9781416562153 | 141656215X",1
"Killer :","Kellerman, Jonathan.","0345505751 : HRD",1
"Guilt :","Kellerman, Jonathan.","9780345505736 | 0345505735",1
