title,author,isbn,count
"Falling angels",,1419326848,3
"An ambush of tigers :","Rosenthal, Betsy R.","9781467714648 : SAL | 146771464X : SAL",3
"Warriors :","Jolley, Dan.","9780062008374 (pbk.) | 0062008374 (pbk.)",3
Babybug.,,,3
"The tilted world /","Franklin, Tom.","9780062069184 : HRD | 0062069187 : HRD",3
"The wildest brother /","Funke, Cornelia Caroline.","0439828627 (lib. bdg.) :",3
"Alice the fairy /","Shannon, David,","0439490251 (lib. bdg.) :",3
"The truth about Stacey /","Telgemeier, Raina","9781480684522 : PBD | 148068452X : PBD",3
"Welcome to MamOko :","Mizieli�nska, Aleksandra,","9780763668914 : SAL | 0763668915 : SAL",3
"Emperor Pickletine rides the bus /","Angleberger, Tom","9781419709333 : HRD | 14197093",3
"Thunder from the sea :","Weigel, Jeff,","9780399250897 (lib. bdg.) : | 0399250891 (lib. bdg.) :",3
"The star thief ","Becker, Lindsey,","9781478919520 : CMD | 1478919523 : CMD",3
"Fangirl /","Rowell, Rainbow.","9781250030955 (hbk.) | 1250030",3
"Letters to a young writer :","McCann, Colum,","9780399590801 : HRD | 0399590803 : HRD",3
"The trouble with Christmas /","Mason, Debbie,","9781455527687 (paperback) | 1455527688 (paperback)",3
"The unbeatable squirrel girl :","Hale, Shannon,","9781524734077 | 1524734071 | 9781524734053 | 1524734055",3
"Obsidian mirror /","Fisher, Catherine,","9780803739697 (hbk.) | 0803739699 (hbk.)",3
"The Civil Wars.","Civil Wars","9786315132292 : CD | 631513229",3
"Mask of the sun :","Dvorak, John","9781681773308 | 1681773309",3
"Stormy weather /","Gliori, Debi.","9780802794192 : | 080279419X :",3
"Bad bye, good bye /","Underwood, Deborah","9780547928524 : SAL | 0547928521 : SAL",3
"Take away the A :","Escoffier, Michaël,","9781592701568 : HRD | 1592701566 : HRD",3
"Gravity /","Chin, Jason,","9781596437173 : SAL | 15964371",3
"Spectacular spiders /","Glaser, Linda.","0761303537 (lib. bdg.) | 0761303863 (pbk.)",3
"The forgetting time","Guskin, Sharon,","9781427268167 | 1427268169",3
"Cats of the Clans /","Hunter, Erin.","9780061458569 : | 0061458562 :",3
"Fatal jeopardy /","Force, Marie","9780373004225 : (paperback) | 0373004222 : (paperback)",3
"Just Grace /","Harper, Charise Mericle.","9780618646425 | 0618646426 (lib. bdg.) :",3
"Chemistry :","Wang, Weike,","9781524731748 | 1524731749",3
"U.S. Marshals",,"0790736411 | 9780790736419",3
"Zero hour /","Cussler, Clive","9780399162503 | 039916250X",3
"Oh So Tiny bunny /","Kirk, David,","9781250016881 (lib. bdg.) : | ",3
"Chews your destiny /","Montijo, Rhode.","9781423157403 : SAL | 1423157400 : SAL",3
"The shadow cipher /","Ruby, Laura,","9780062306937 | 0062306936",3
"Chicka chicka 1, 2, 3 /","Martin, Bill,","9781481400565 : | 1481400568",3
"Rosie Revere, engineer /","Beaty, Andrea","9781419708459 : SAL | 1419708457 : SAL",3
"Invention /","Bender, Lionel.","0679807829 : | 0679907823 (lib. bdg.)",3
"Heartfire /","Card, Orson Scott.","0312850549 (acidfree paper) | 031286728X (limited ed.)",3
"We are Market Basket :","Korschun, Daniel.","9780814436653 | 081443665X",3
"Stolen lives :","Oufkir, Malika,","0786868619 (hc) | 9780786868612 (hc)",3
"Martha Stewart living.",,,3
"The thief /","Turner, Megan Whalen.","0060824972 (pbk.)",3
"Amelia Bedelia goes camping /","Parish, Peggy.","9780688040574 : | 0688040578 :",3
"Brave Emily /","Tripp, Valerie,","1593692102 (pbk.) :",3
"See you later, gladiator /","Scieszka, Jon.","0670893404 :",3
"Outward Leg /","Jones, Tristan,",0688043089,3
"I can see clearly now /","Dyer, Wayne W.","9781401944032 | 1401944035",3
"The Hurt locker",,,3
Turtle,,,3
"Speed of life /","Weston, Carol,","9781492654490 (alk. paper) | 1492654493 (alk. paper) | 9781492631347 | 1492631345",3
"Defy the stars /","Gray, Claudia,","9780316394031 | 0316394033",3
"The midnight house /","Berenson, Alex.","9780399156205 : | 0399156208 :",3
"Dead wake :","Larson, Erik,","9780307408860 : HRD | 0307408868 : HRD",3
"Cosmos and psyche : ","Tarnas, Richard.","9780452288591 (pbk.) : | 04522",3
"War of the Werelords /","Jobling, Curtis.","9780670785599 (hardback) | 0670785598 (hardback)",3
"Short /","Sloan, Holly Goldberg,","9780399186219 | 0399186212",3
"The Peculiar /","Bachmann, Stefan,","9780062195180 (hbk.) | 0062195182 (hbk.)",3
"Sticks & stones /","Mlynowski, Sarah,","9780545800495 : HRD | 0545800498 : HRD",3
"A river runs through it, and other stories /","Maclean, Norman,","0226500551 | 9780226500553 | 0226500578 | 9780226500577",3
"Flora and the peacocks /","Idle, Molly Schaar,","9781452138169 : HRD | 1452138168 : HRD",3
"Lighthouse Christmas /","Buzzeo, Toni.","9780803730533 (lib. bdg.) : | ",3
"R is for ricochet /","Grafton, Sue.","0399152288 (acidfree paper)",3
"The short novels of John Steinbeck.","Steinbeck, John,",,3
"The bumper cars /","Randell, Beverley,",0763515086,3
"My bike can fly! /","Cowley, Joy.",,3
"Nancy Clancy, super sleuth /","O'Connor, Jane.","9780062082930 (hbk.) | 0062082930 (hbk.)",3
"Riki's birdhouse /","Wellington, Monica.","9780525420798 (lib. bdg.) : | ",3
"Who was Marco Polo? /","Holub, Joan.","9780448445403 (pbk.) | 0448445409 (pbk.) | 9781428741614 (BWI bdg.) | 1428741615 (BWI bdg.) | 9781435254985 (Paw Prints) | 1435254988 (Paw Prints)",3
"The inquisitor's trap /","Rusu, Meredith,","9781484704684 | 1484704681",3
"The adventures of Tintin.",,,3
"The grim grotto /","Snicket, Lemony","0064410145 :",3
"Battle /","Holmes, Richard,","0679873333 | 0679873333 (trade) | 0679973338 (lib. bdg.)",3
"Rebel rising /","Revis, Beth,","9781484780831 | 1484780833",3
"Ma nuit chez Maud",,"1572522127 :",3
"The goldfish boy /","Thompson, Lisa","9781338053920 | 1338053922",3
"The sword in the stone /","White, T. H.",0399225021,3
"A mutiny in time","Dashner, James,","9780545466295 : CMD | 0545466296 : CMD",3
"The ninja librarians :","Downey, Jen Swann.","9781402287701 (hbk.) | 1402287704 (hbk.)",3
Rump,"Shurtliff, Liesl.","9780804168052 : | 0804168059 :",3
"Lone wolf","Lasky, Kathryn.","9780545221368 : | 0545221366 :",3
"Echo Park :","Connelly, Michael,",0316734950,3
"Copperhead /","Cornwell, Bernard.","0060177667 (cloth) :",3
"You belong to me /","Harrison, Colin,","9780374299477 | 0374299471",3
"The legend of Diamond Lil :","Cronin, Doreen.","9780061779961 (trade) | 0061779962 (trade) | 9780061985782 (lib. bdg.) | 0061985783 (lib. bdg.)",3
"Fairy tale Frankie and the tricky witch /","Gormley, Greg,","9781481466257 : SAL | 1481466259 : SAL",3
"New leaf :","Anderson, Catherine","9780451418357  : (pbk.) | 0451418352  : (pbk.)",3
"Missing /","Armstrong, Kelley,","9780399550324 : HRD | 0399550321 : HRD",3
"Wordplay /","Brunetti, Ivan,","9781943145171 | 1943145172",3
"Top 50 favorites.",,,3
"Three little words /","Mallery, Susan.","9780373777785 | 0373777787",3
"Music for unaccompanied choir","Pärt, Arvo.","6310522205 :",3
"Sleepy book /","Zolotow, Charlotte,","0060278730 | 9780060278731 | 0060278749 (lib. bdg.) | 9780060278748 (lib. bdg.)",3
"Dare me :","Abbott, Megan E.,","9780316097772 : | 0316097772 :",3
"Gus, the dinosaur bus /","Liu, Siyuan,","9780547905730 : SAL | 05479057",3
"Treasure Island /","Stevenson, Robert Louis,",,3
"Lair of the bat monster /","Vernon, Ursula.","9780803735255 (lib. bdg.) : | 0803735251 (lib. bdg.) :",3
"Into the fire /","Couch, Dick,","9781250092106 : (paperback) | 1250092108 : (paperback)",3
"When it starts to snow /","Gershator, Phillis.","0805054049 (alk. paper)",3
"Last chance hero /","Ramsay, Hope,","9781455556489 : (paperback) | 1455556483 : (paperback)",3
"Best hikes with children, Vermont, New Hampshire and Maine.",,,3
Yotsuba&!,"Azuma, Kiyohiko.","9781413903492 (pbk.) : | 14139",3
"This moose belongs to me /","Jeffers, Oliver","9780399161032 (lib. bdg.) : | 0399161031 (lib. bdg.) :",3
"Once upon an alphabet /","Jeffers, Oliver,","9780399167911 (hbk.) | 0399167919 (hbk.)",3
"Olga and the smelly thing from nowhere /","Gravel, Elise,","0062351265 | 9780062351265",3
"Lost City Radio :","Alarcón, Daniel,","9780060594794 : | 0060594799 :",3
"The turn of the tide /","Parry, Rosanne,","9780375869723 : HRD | 0375869727 : HRD",3
"Tumbling :","Carter, Caela,","9780451473004 (hardcover) | 0451473000 (hardcover)",3
"A way in the world :","Naipaul, V. S.","0394564782 :",3
"The wife :","Wolitzer, Meg.","0684869403 :",3
"Slaves of Socorro /","Flanagan, John","9780399163555 : HRD | 0399163557 : HRD",3
"That old cape magic /","Russo, Richard,","9780375414961 | 0375414967",3
"Attack on Titan.","Isayama, Hajime,","9781612622545 : PAP | 1612622542 : PAP",3
"Happy birthday, Samantha! :","Tripp, Valerie,","0937295345 : | 9780937295342 | 0937295353 (pbk.) : | 9780937295359 (pbk.) | 0937295892 | 9780937295892",3
"Changes for Samantha :","Tripp, Valerie,","0937295957 | 9780937295953 | 0937295477 (pbk.) | 9780937295472 (pbk.)",3
"Planet Earth /","Gilpin, Dan","9780753466162 : | 0753466163 :",3
"The acid reflux solution :","Rodriguez, Jorge E.","9781607742272 (pbk.) : | 16077",3
"The Blues Brothers",,0783233558,3
"The 50 best sights in astronomy and how to see them :","Schaaf, Fred.","9780471696575 (pbk.) : | 04716",3
"Yotsuba&! 10 /","Azuma, Kiyohiko.","9780316190336 : PAP | 03161903",3
"Remembered death /","Christie, Agatha,",0553350307,3
Insurgent,"Roth, Veronica.","9780062286475 : CMD | 0062286471 : CMD",3
"Fahrenheit 451 /","Bradbury, Ray,","9781451673319 (pbk.) : | 9781451673265 (hrd.) :  | 1451673310 (pbk.) :",3
"Dinosaur dance!  /","Boynton, Sandra,","9781481480994 : HRD | 1481480995 : HRD",3
"ENERGY WISE HOME :","Dondero, Jeff,","1442279478 | 9781442279476",3
"Everybody's fool","Russo, Richard,","9780739376065 | 0739376063",3
"Princess Posey and the tiny treasure /","Greene, Stephanie.","9780399257117 : HRD | 039925711X : HRD",3
"Red Riding Hood gets lost /","Holub, Joan","9780545519847 : PAP | 0545519845 : PAP",3
"The ersatz elevator","Snicket, Lemony","0060566213 :",3
"Wedding planning for dummies /","Blum, Marcy.","0764556851 (pbk.)",3
"A year in the Maine woods /","Heinrich, Bernd,","0201622521 : | 0201489392 (pbk)",3
"Summer breeze :","Thayer, Nancy,","0345528719 | 9780345528711 (hbk. : acid-free paper)",3
"A pet: :","Flanagan, Alice K.",1567666876,3
"Life as we know it /","Winston, Robert M. L.","9780756691691 : | 0756691699 :",3
"Around the world /","Phelan, Matt.","9780763636197 (lib. bdg.) : | 0763636193 (lib. bdg.) :",3
"A beautiful, terrible thing :","Waite, Jen,","0525533176 | 9780525533177 | 9780735216464 | 0735216460",3
Slovenia.,,9781465460288,3
"The age of entanglement :","Gilder, Louisa.","9781400044177 : | 1400044170 :",3
"Pip & Squeak /","Schoenherr, Ian.","0060872535 :",3
"Mrs. McNosh hangs up her wash /","Weeks, Sarah.",0694010766,3
"The John Lennon letters","Lennon, John,","9781619692459 | 1619692457",3
"I need a lifeguard everywhere but the pool /","Scottoline, Lisa,","9781250059963 (hardback) | 1250059968 (hardback)",3
"The Boston Tea Party /","Freedman, Russell.","9780823422661 (hbk.) | 0823422",3
"Turkey pox /","Anderson, Laurie Halse.","0807581275 | 9780807581278",3
"Reykjavik nights /","Arnaldur Indridason,","9781250048424 : HRD | 1250048427 : HRD",3
"Waiting /","Henkes, Kevin,","9780062368430 (trade ed.) | 0062368435 (trade ed.)",3
"The Guernsey Literary and Potato Peel Pie Society /","Shaffer, Mary Ann.","9780385340991 : | 0385340990 :",3
"Moonwalking with Einstein :","Foer, Joshua","9781594202292 : | 159420229X :",3
"A brief history of France / ","Jenkins, Cecil","9780762441204 (pbk.) : | 07624",3
"The best cake /","Randell, Beverley.","0435067230 (pbk.)",3
"Lenore finds a friend :","Katz, Jon.","9780805092202 (lib. bdg.) : | ",3
"I'm my own dog /","Stein, David Ezra,","9780763661397 : SAL | 07636613",3
"The outcasts /","Flanagan, John","9780399256196 : | 0399256199 :",3
"The three Weissmanns of Westport /","Schine, Cathleen.","9780374299040 : | 0374299048 :",3
"Violet Mackerel's brilliant plot /","Branford, Anna","9781442435858 (lib. bdg.) : | ",3
"My first spanish word book =","Wilkes, Angela.",1564582558,3
"A peculiar grace :","Lent, Jeffrey",9780871139658,3
"March :","Brooks, Geraldine.","0670033359 :",3
"The healing of America :","Reid, T. R.","9781594202346 : | 1594202346 :",3
"Lars and the real girl",,,3
"Trigonometry /","Abbott, P.","9780071421355 (pbk.) : | 00714",3
"The only math book you'll ever need /","Kogelman, Stanley.",,3
"Henry works /","Johnson, D. B.","0618420037 :",3
"Calico Joe /","Grisham, John","9780385536073 (hardcover) | 0385536070 (hardcover)",3
"Benny and Penny in The toy breaker :","Hayes, Geoffrey.","9781935179078 : | 1935179071 :",3
"One breath away","Gudenkauf, Heather","9781455895649 : | 1455895644 :",3
"Fodor's 2014 Southern California /","Chheda, Tanvi,","9780770432645 : PAP | 07704326",3
"The human age :","Ackerman, Diane,","9780393240740 : HRD | 03932407",3
"The informant : a Butcher's Boy novel","Perry, Thomas.","9781400119554 : | 1400119553 :",3
"Midnight sun","Nesbø, Jo,","9780553546019 | 0553546015 | 9780553545999 | 055354599X",3
"It's a tiger! /","LaRochelle, David.","9780811869256 (alk. paper)",3
"The emperor of Nihon-Ja /","Flanagan, John","9780399255007 (lib. bdg.) : | 0399255001 (lib. bdg.) :",3
"Heart of the matter","Giffin, Emily.","9781427209610 : | 1427209618 :",3
"The readers of Broken Wheel recommend","Bivald, Katarina/ Hardingham, Fiona (NRT)/ King, Lorelei (NRT)","9780147526052 | 0147526051",3
"A world without heroes /","Mull, Brandon,","9781416997924 : | 141699792X :",3
"The wide window /","Snicket, Lemony.","0060283149 (lib. bdg.) | 9780060283148 (lib. bdg.) | 0064407683 (pbk.) | 9780064407687 (pbk.)",3
"White noise /","DeLillo, Don.","0670803731 :",3
"Henderson, the rain king;","Bellow, Saul.",,3
"On Chesil Beach","McEwan, Ian.","9780739343715 : | 0739343718 :",3
"Outside and inside dinosaurs /","Markle, Sandra.",0689823002,3
"Cyclops /","Fisher, Leonard Everett.","0823408914 :",3
"Wounded rhymes","Lykke Li,",,3
"Magnolia Creek /","Landis, Jill Marie.","0345440412 :",3
"Songs of the humpback whale :","Picoult, Jodi,",0743431014,3
"Once upon a time, there was you :","Berg, Elizabeth.","1400068657 | 9781400068654 (hbk. : acid-free paper)",3
"The wheels on the bus /","Kovalski, Maryann.",0316502561,3
"A calculus of color :","McGregor, Robert Kuhn,","9780786494408 : PAP | 0786494409 : PAP",3
"The answers /","Lacey, Catherine,","9780374100261 | 0374100268",3
"A river runs through it",,"0767836359 :",3
"Henry and Mudge under the yellow moon :","Rylant, Cynthia.","002778004X | 9780027780048",3
"A house for Hermit Crab /","Carle, Eric.","9780887080562 (lib. bdg.) : | 0887080561 (lib. bdg.) :",3
"The turn of the screw ","James, Henry,","9781536608397 | 1536608394",3
"Every fifteen minutes /","Scottoline, Lisa,","9781594139291 (pap. : lg. print)",3
"The face of a stranger /","Perry, Anne.","0449905306 :",3
"The lost history of 1914 :","Beatty, Jack.","9780802778116 : | 0802778119 :",3
"Tuesdays at the castle /","George, Jessica Day,","9781599906447 : | 1599906449 :",3
"The star thief /","Becker, Lindsey,","9780316348560 | 0316348562",3
"My buddy, Slug /","Krosoczka, Jarrett.","0375833420 :",3
"Ranger Rick Jr.",,,3
"Charlotte's web","White, E. B.","9780807208526 : CMD | 0807208523 : CMD",3
"Everybody's son :","Umrigar, Thrity N.,","9780062442246 | 0062442244",3
"Loving :","Cashin, Sheryll,","9780807058275 : HRD | 0807058270 : HRD",3
"The wild Christmas reindeer /","Brett, Jan,","0399221921 (lib. bdg.) :",3
"The litigators","Grisham, John","9780307943194 : | 0307943194 :",3
"Perfect match","Picoult, Jodi.","9781740936873 : | 1740936876 :",3
"The Gruffalo",,,3
"Perfect :","Joyce, Rachel.","9780812993301 : HRD | 08129933",3
"Museum pass to The Fells Historic Estate & Gardens on Lake Sunapee, NH :",,,3
"Spanish on the move",,"9780071413404 : | 0071413405 :",3
"The examined life : ",,0375405011,3
"Shadows on the rock /","Cather, Willa,",,3
"Missoula :","Krakauer, Jon","9780385538732 : HRD | 0385538731 : HRD",3
"Inspector Lewis.",,9781608834860,3
"Mistreated :","Pearl, Robert,","9781610397650 : HRD | 1610397657 : HRD",3
"God's paintbrush /","Sasso, Sandy Eisenberg.",1879045222,3
"The prize :","Russakoff, Dale,","9780547840055 : HRD | 0547840055 : HRD",3
"The castle in the mist /","Ephron, Amy,","9780399546983 : HRD | 0399546987 : HRD",3
Beowulf,,1402581815,3
"Wings of life","Streep, Meryl","9786315042508 : BRHD | 6315042",3
"The upside of unrequited /","Albertalli, Becky,","9780062348708 | 0062348701",3
"Pigs to the rescue /","Himmelman, John.","9780805086836 (lib. bdg.) : | ",3
"Miracle on 49th Street /","Lupica, Mike.","9780399244889 : | 0399244883 :",3
"Gus, the dinosaur bus /","Liu, Siyuan,","9780547905730 : SAL | 05479057",3
"The boys in the boat :","Brown, Daniel,","9780670025817 : HBK | 067002581X : HBK | 9780143125471 : PBK",3
"Magic up your sleeve :","Becker, Helaine.","9781897349762 (pbk.) : | 18973",3
"My first card & coin magic tricks /","Johnson, Stephanie.",0831762381,3
"Unicorn on a roll :","Simpson, Dana","1449470769 | 9781449470760 | 0606369856 (Turtleback) | 9780606369855 (Turtleback)",3
"The unexpected houseplant :","Martin, Tovah.","9781604692433 : PAP | 16046924",3
"The housemaid's daughter","Mutch, Barbara.","9781482947168 :",3
"Fierce kingdom :","Phillips, Gin,","9780525492320 | 0525492321 | 9780525492306 | 0525492305",3
"The song of lunch",,"9780780690691 : | 0780690699 :",3
"Margaret Truman's internship in murder :","Bain, Donald,","9780765370518 : (paperback) | 0765370514 : (paperback)",3
"Wheat belly :","Davis, William","9781609611545 : | 1609611543 :",3
"The sugar fix :","Johnson, Richard J.","9781594866654 (hbk.) | 1594866",3
"Lord Fenton's folly /","Kilpack, Josi S.,","9781629720661 | 1629720666",3
"Proven guilty /","Butcher, Jim.","0451460855 :",3
"When the killing's done /","Boyle, T. Coraghessan.","9780670022328 : | 0670022322 :",3
"The sense of an ending /","Barnes, Julian.","9780307957122 : | 0307957128 :",3
"National geographic traveler.",,,3
"1776 /","McCullough, David G.","0743226712 :",3
"Shadowcaster /","Chima, Cinda Williams,","9780062380975 : HRD | 0062380974 : HRD",3
"Sizzle :","Garwood, Julie.","0345500776 | 9780345500779 (ac",3
"Five stories /","Alter, Anna,","9780385755580 | 0385755589",3
"The force oversleeps /","Krosoczka, Jarrett,","0545875749 | 9780545875745 | 9781742765006 | 1742765009",3
"The hummingbird /","Kiernan, Stephen P,","9780062369543 : HRD | 0062369547 : HRD",3
"Jurassic Park","Crichton, Michael,","9781501216916 (audio disc) | 1501216910 (audio disc)",3
"The Jewish heritage cookbook /","Spieler, Marlena,","9781844772742 | 1844772748",3
"Vegetable literacy :","Madison, Deborah,","9781607741916 | 1607741911",3
"Oresama teacher.","Tsubaki, Izumi.","9781421538662 :",3
"Meredith Willson's The music man",,"0788821709 | 9780788821707",3
"The Head and the Heart",,,3
"A pig is big /","Florian, Douglas.","0688171257 (trade) | 0688171265 (lib. bdg.)",3
"The works of Anton Chekhov.","Chekhov, Anton Pavlovich,",,3
"New Super-Man.","Yang, Gene Luen,","9781401270933 | 140127093X",3
"Ninja slice /","Craddock, Erik.","9780375967238 (lib. bdg.) : | 0375967230 (lib. bdg.) :",3
"Little Donkey and the baby-sitter /","Kromhout, Rindert,","0735820570 :",3
"Pinocchio ",,,3
"Boundless /","Tamaki, Jillian,","9781770462878 | 1770462872",3
"Out to Canaan /","Karon, Jan,",067087485X,3
Time.,,,3
"Australia /","Heinrichs, Ann,","9780516248738 | 0516248731",3
"Inspector Lewis (Television program).",,"1887017097 | 0841887017091",3
"Animal reunions ",,"9781627896856 | 1627896856",3
"Ugly Pie /","Wheeler, Lisa,","9780152167547 (lib. bdg.) : | ",3
"Grand Canyon /","Chin, Jason,","9781596439504 | 1596439505",3
Forbes.,,,3
"The racketeer /","Grisham, John","9780385535144 | 0385535147",3
"Guinea pigs /","Evans, Mark,","156458125X :",3
"Refugee /","Gratz, Alan,","9780545880831 | 0545880831",3
"National Geographic kids cookbook :","Seaver, Barton,","9781426317187 : LIB | 1426317182 : LIB",3
"Eve of the Emperor penguin /","Osborne, Mary Pope.","9780375837333 : | 0375837337 :",3
"Black holes/","Couper, Heather.",0789404516,3
"Miracle on 34th Street",,,3
"The Bunnicula collection","Howe, James,","1400094739 :",3
"Tunnels /","Gordon, Roderick.","9780439871778 : | 0439871778 :",3
"The plains of passage /","Auel, Jean M.","0517580497 :",3
"The ugly duckling /","Mayer, Marianna.","0027651304 | 9780027651300",3
"Children of the mind /","Card, Orson Scott.","0312853955 | 9780312853952 | 9780765304742 | 0765304740 | 9780812522396 | 0812522397",3
"One good dog /","Wilson, Susan,","9780312662950 (pbk.) : | 03126",3
"Frommer's Day by Day Guide to New York City","Silverman, Brian","9781628870213 : PAP | 16288702",3
"I fall down /","Cobb, Vicki.","068817843X (lib. bdg.) :",3
"A short history of nearly everything","Bryson, Bill.","0739302949 :",3
"The casual vacancy /","Rowling, J. K.","9780316228534 : | 0316228532 :",3
"The last Olympian /","Riordan, Rick.","9781423101475 | 1423101472 | 9781448731596 (Paw Prints) | 1448731593 (Paw Prints) | 9781423101505 (pbk.) | 1423101502 (pbk.) | 9780606105675 (prebind.) | 0606105670 (prebind.)",3
"The green album",,,3
"Three hens and a peacock /","Laminack, Lester L.,","9781561455645 (lib. bdg.) : | ",3
"The Backyardigans.",,1415709815,3
"The Complete dog book for kids /",,"0876054580 (hbk.) | 0876054602 (pbk.)",3
"Cosmos :","Lowe, Stuart.","1781316457 | 9781781316450",3
"Naturally curious :","Holland, Mary,","9781570764257 (pbk.) | 1570764255 (pbk.)",3
"Secondhand spirits /","Blackwell, Juliet","9780451227454 (pbk.) : | 04512",3
"Shakespeare stories II /","Garfield, Leon.","0395708931 | 9780395708934 | 0395891094 (pbk.) | 9780395891094 (pbk.)",3
"Red sled /","Thomas, Patricia,","9781590785591 (lib. bdg.) : | ",3
"Stronger seniors.",,,3
"Arthur and the perfect brother /","Brown, Marc Tolon.","0316122262 (pbk.)",3
"Buster's dino dilemma /","Krensky, Stephen.","0316121010 (pbk.) | 9780316121019 (pbk.)",3
"Tru & Nelle ","Neri, Greg,","9780735207400 | 0735207402 | 9780735207387 | 0735207380",3
"Discovery girls (ceased publication).",,,3
"The New Yorker.",,,3
"The Mother earth news.",,,3
"The last song","Sparks, Nicholas.","9781600246401 :",3
"For one more day","Albom, Mitch,","1401387241 :",3
"Alistair Grim's Odditorium /","Funaro, Gregory.","9781484700068 : HRD | 1484700066 : HRD",3
"Alistair Grim's odd Aquaticum /","Funaro, Gregory.","9781484700075 : HRD | 1484700074 : HRD",3
"Hengda Kite-Beautiful Large Easy Flyer Kite for Kids - Red Mollusc octopus-It's BIG! 31 Inches Wide with Long Tail 157 Inches Long-Perfect for Beach or Park. ",,,3
"The dark net :","Percy, Benjamin,","9780544750333 : HRD | 0544750330 : HRD",3
"Pick a pumpkin, Mrs. Millie! /","Cox, Judy.","9780761455738 (lib. bdg.) : | ",3
"Country living.",,,3
"Building green",,"9781593758332 | 1593758332",3
"Her royal spyness /","Bowen, Rhys.","9780425215678 : | 0425215679 :",3
"Above World /","Reese, Jenn.","9780763654177 | 0763654175",3
"Sharp objects :","Flynn, Gillian,","9780307341556 (pbk.) : | 03073",3
"The Shaker herb and garden book /","Buchanan, Rita.",0395733251,3
"Desk stories /","O'Malley, Kevin,","9780807515624 (lib. bdg.) : | ",3
"Not a box /","Portis, Antoinette","9780061123221 : | 0061123226 :",3
"The best of Bach","Bach, Johann Sebastian,",1894502817,3
"The Greenlanders /","Smiley, Jane",0394551206,3
"A random walk down Wall Street :","Malkiel, Burton G.",0393047814,3
"The great Egyptian grave robbery /","Pennypacker, Sara,","9780061429927 (pbk.) | 0061429929 (pbk.) | 9780061429934 (trade bdg.) | 0061429937 (trade bdg.)",3
"The view from Castle Rock :","Munro, Alice.","1400077923 (pbk.) | 9781400077",3
"Maybe something beautiful :","Campoy, F. Isabel,","9780544357693 : SAL | 0544357698 : SAL",3
"Thinking in pictures :","Grandin, Temple.","9780307275653 (pbk.) : | 03072",3
"Too hot? too cold? :","Arnold, Caroline.","9781580892766 : SAL | 15808927",3
"Eve of the Emperor penguin /","Osborne, Mary Pope.","9780375837333 : | 0375837337 :",3
"The 100-year-old man who climbed out the window and disappeared","Jonasson, Jonas,","9781620643099 : CMD | 162064309X : CMD",3
"Alias Grace /","Atwood, Margaret Eleanor,","0385475713 (alk. paper)",3
"The hero two doors down :","Robinson, Sharon,","9780545804516 : HRD | 0545804515 : HRD",3
"Microcrafts :",,"9781594745218 : | 1594745218 :",3
"Where do they go? /","Alvarez, Julia,","9781609806705 : HRD | 1609806700 : HRD",3
"Cloud atlas :","Mitchell, David","0375507256 (pbk.) :",3
"Penance of the damned /","Tremayne, Peter,","9781250119643 (hardcover) | 1250119642 (hardcover)",3
"Old wolf /","Avi,","9781442389953 : CMD | 1442389958 : CMD",3
"Scumble /","Law, Ingrid,","9780803733077 : | 0803733070 :",3
"The New Yorker.",,,3
"Consumer reports.",,,3
"Bulls Island","Frank, Dorothea Benton.","9780061582912 : | 0061582913 :",3
"My friend Bear /","Alborough, Jez.","0763605832 (alk. paper)",3
"The tooth book :","Miller, Edward,","9780823420926 (lib. bdg.) : | ",3
"Consumer reports.",,,3
"Runner's world.",,,3
Outside.,,,3
"The Kingfisher atlas of world history /","Adams, Simon,","9780753463888 (lib. bdg.) : | ",3
"Not my daughter /","Delinsky, Barbara.","0385524986 | 9780385524988",3
"Fantagraphics Books and Roger B. Langridge present Fred the clown.","Langridge, Roger.","1560976101 (pbk.) :",3
"The Resistance Man :","Walker, Martin,","0385349548 : HRD",3
"Once upon a time",,,3
"Once upon a time",,,3
"The valiant /","Livingston, Lesley,","0448493780 | 9780448493787",3
"In the time of dragon moon /","Carey, Janet Lee,","9780803738102 : HRD | 0803738102 : HRD",3
"Searching for Sky /","Cantor, Jillian.","9781619633513 : HRD | 16196335",3
Babies,,,3
"Curious George.",,,3
"The Atlantic.",,,3
"Esperanza rising /","Ryan, Pam Muñoz.","0439120411 (alk. paper)",3
"Mini-shopaholic /","Kinsella, Sophie.","9780385342049 : | 0385342047 :",3
"American pastoral /","Roth, Philip.",0395860210,3
"Little white duck /","Whippo, Walt.","0316032271 | 9780316032278",3
"Fridays with the wizards /","George, Jessica Day,","9781619634299 : HRD | 1619634295 : HRD",3
"Saturdays at sea /","George, Jessica Day,","9781619639577 : HRD | 1619639572 : HRD",3
"Against the gods :","Bernstein, Peter L.","0471121045 (alk. paper)",3
"Citizen coke","Elmore, Bartow J.","9781483046655 :",3
"Out of order","O'Connor, Sandra Day,","9780385360814 : | 0385360819 :",3
"Brave new world","Huxley, Aldous,","9781602833364 : | 1602833362 :",3
"Cat shining bright /","Murphy, Shirley Rousseau,","9780062460318 | 0062460315",3
"The magic school bus.","Cole, Joanna.",0590446843,3
"Your pal Mo Willems presents Leonardo the terrible monster /","Willems, Mo.","0786852941 | 9780786852949",3
"I was told to come alone :","Mekhennet, Souad,","9781627798976 : HRD | 1627798978 : HRD",3
"Planet earth /","Richards, Jon,","9781926973753 | 1926973755",3
