id,title,author,isbn,annual circs
1640,Otherwise engaged /,"Finnamore, Suzanne.",9780375406522,36
1641,The color code :,"Hartman, Taylor.",9780684843766,39
1642,Noah's ark /,"Spier, Peter,",9780385094733,60
1643,Mistress /,"Quick, Amanda.",9780553093520,70
1644,The patient ,"Palmer, Michael,",9780375409776,60
1645,Riddle of the prairie bride /,"Reiss, Kathryn.",9781584853084,53
1646,Guppies for tea /,"Cobbold, Marika.",9780312109929,34
1647,The way through the woods /,"Dexter, Colin.",9780517594445,151
1648,Picture perfect /,"Michaels, Fern.",9780727855152,99
1649,Fahrenheit 451 /,"Bradbury, Ray,",9780671870362,2
1650,Fahrenheit 451 /,"Bradbury, Ray,",9780671870362,2
1651,Fahrenheit 451 /,"Bradbury, Ray,",9780671870362,2
1652,Fahrenheit 451 /,"Bradbury, Ray,",9780671870362,107
1653,Fahrenheit 451 /,"Bradbury, Ray,",9780671870362,61
1655,A life like mine.,,9780789488596,86
1656,Death of a dentist /,"Beaton, M. C.",9780892966431,29
1657,Toad /,"Brown, Ruth,",9780525457572,75
1658,Gentle closings :,"Menten, Theodore.",9781561380046,32
1659,Quick escapes Philadelphia :,"Odesser-Torpey, Marilyn.",9780762704446,55
1660,Aunt Dimity beats the Devil /,"Atherton, Nancy.",9780670891795,64
1661,A Jigsaw Jones mystery : The case of the haunted scarecrow /,"Preller, James.",9780439306379,39
1662,Helping your kids cope with divorce the Sandcastles way /,"Neuman, M. Gary.",9780812929027,48
1663,The real thing :,"Lessing, Doris May,",9780060168537,27
1664,In Eddie's name :,"Freedman, Bryn.",9780571199242,20
1665,The coffin dancer /,"Deaver, Jeffery.",9780684852850,76
1666,Terrible beauty :,"King, Peter T.",9781570982620,15
1667,A Caribbean mystery /,"Christie, Agatha,",9780396091561,12
1668,Mary Gilliatt's great renovations and restorations :,"Gilliatt, Mary.",9780823021666,23
1669,Koi's python /,"Moore, Miriam.",9780786812271,16
1671,King's oak :,"Siddons, Anne Rivers.",9780060162481,72
1672,The twelve dancing princesses /,"Ray, Jane.",9780525455950,55
1673,Bearymore :,"Freeman, Don.",9780140502794,39
1675,Passenger to Frankfurt /,"Christie, Agatha,",9780396091646,62
1677,A child's calendar /,"Updike, John.",9780823414451,58
1678,Red lightning /,"Holton, Hugh.",9780312866877,37
1680,The fourth turning :,"Strauss, William.",9780553066821,30
1681,They marched into sunlight :,"Maraniss, David.",9780743217804,17
1682,Rodale's complete garden problem solver :,,9780875967745,40
1684,On secret service :,"Jakes, John,",9780525945444,70
1685,Koufax /,"Gruver, Ed,",9780878331574,26
1686,Mint julep murder /,"Hart, Carolyn G.",9780553094633,102
1687,My son's story /,"Gordimer, Nadine.",9780374217518,23
1688,Murder for Christmas /,"Christie, Agatha,",9780396091615,143
1689,Kumak's house :,"Bania, Michael,",9780882405407,60
1690,Silent prey /,"Sandford, John,",9780399137426,124
1691,The Israelis :,"Rosenthal, Donna.",9780684869728,24
1692,The glass virgin /,"Cookson, Catherine.",9780743261265,27
1693,The betrayers /,"Robbins, Harold,",9780765308108,22
1694,Paradise fields /,"Fforde, Katie.",9780312333324,61
1695,The covenant /,"Ragen, Naomi.",9780312291198,65
1696,The gift /,"Roberts, Nora.",9780373218165,47
1697,The zigzag way /,"Desai, Anita,",9780618042159,20
1698,The autobiography of God :,"Lester, Julius.",9780312288204,49
1699,A redbird Christmas :,"Flagg, Fannie.",9781400063048,37
1700,When Christmas comes /,"Macomber, Debbie.",9780778320906,76
1701,A Christmas treasury of Yuletide stories & poems /,,9780883658017,11
1702,Leonardo /,"Kemp, Martin.",9780192805461,25
1703,Absolution gap /,"Reynolds, Alastair,",9780441011582,24
1704,The boy who would live forever /,"Pohl, Frederik.",9780765310491,26
1705,Camouflage /,"Haldeman, Joe W.",9780441011612,58
1706,Crisscross :,"Wilson, F. Paul",9780765306913,27
1707,Glory road /,"Heinlein, Robert A.",9780765312211,40
1708,The darkness that comes before /,"Bakker, R. Scott.",9781585675593,36
1709,The lawyer,"Gerber, Albert Benjamin,",9780529045553,56
1710,Marque and reprisal /,"Moon, Elizabeth.",9780345447586,32
1711,Master of the cauldron /,"Drake, David,",9780312874964,18
1712,Lost and found :,"Foster, Alan Dean,",9780345461254,19
1713,Shadowmarch /,"Williams, Tad.",9780756402198,34
1714,Witch hunt /,"Rankin, Ian.",9780316009102,46
1715,Sugar cookie murder /,"Fluke, Joanne,",9780758206817,84
1716,The murder artist :,"Case, John.",9780345464712,32
1717,The fire baby /,"Kelly, Jim,",9780312321451,27
1718,Henry works /,"Johnson, D. B.",9780618420032,38
1719,Mayday! mayday! :,"Demarest, Chris L.",9780689851612,78
1720,The life of D.H. Lawrence :,"Sagar, Keith M.",9781904449188,10
1721,The king and I :,"Breslin, Herbert H.",9780385509725,10
1722,Another bullshit night in Suck City :,"Flynn, Nick,",9780393051391,24
1723,Magical thinking :,"Burroughs, Augusten.",9780312315948,
1724,Magical thinking :,"Burroughs, Augusten.",9780312315948,64
1725,And a puzzle to die on :,"Hall, Parnell.",9780553802443,28
1726,Double homicide /,"Kellerman, Faye.",9780446532969,32
1727,The Christmas thief /,"Clark, Mary Higgins.",9780743271554,38
1728,Fall guy :,"Benjamin, Carol Lea.",9780060538996,23
1729,The first law /,"Lescroart, John T.",9780525947059,6
1730,Bitch Creek /,"Tapply, William G.",9781592284351,40
1731,Sylvester and the magic pebble.,"Steig, William,",9780200718639,89
1732,The famous flower of serving men /,"Grabien, Deborah.",9780312333874,25
1733,Let there be blood /,"Jakeman, Jane.",9780425198124,21
1734,"Hard, hard city /","Fusilli, Jim.",9780399152177,21
1735,London bridges /,"Patterson, James,",9780316710596,66
1736,The three billy goats Gruff /,"Galdone, Paul.",9780395288122,92
1740,The rottweiler :,"Rendell, Ruth,",9781400051908,23
1741,Silver bells :,"Rice, Luanne.",9780553804119,44
1742,Life expectancy /,"Koontz, Dean R.",9780553804140,42
1743,Echoes ,"Steel, Danielle.",9780375433818,96
1744,Wolves eat dogs :,"Smith, Martin Cruz,",9780684872544,34
1745,A taint in the blood :,"Stabenow, Dana.",9780312306830,41
1746,Twisted,"Kellerman, Jonathan.",9780375432392,43
1747,The jasmine moon murder /,"Childs, Laura.",9780425198131,21
1748,Scandal takes a holiday /,"Davis, Lindsey.",9780892968121,32
1749,Wife of moon /,"Coel, Margaret,",9780425198148,24
1750,Winter of Discontent :,"Dams, Jeanne M.",9780765308054,48
1751,Light on snow:,"Shreve, Anita.",9780316000710,76
1752,Skinny dip ,"Hiaasen, Carl.",9781587248276,46
1753,Night fall,"DeMille, Nelson.",9780446577144,25
1754,To the last man :,"Shaara, Jeff,",9780375433849,30
1755,In silence :,"Spoto, Donald,",9780670033478,10
1756,Skinny-dipping /,"Matturro, Claire Hamner,",9780060567057,41
1757,Pen on fire :,"DeMarco-Barrett, Barbara.",9780156029780,25
1758,Thanksgiving Day /,"Gibbons, Gail.",9780823404896,51
1759,The ghost-eye tree /,"Martin, Bill,",9780030056321,45
1760,"What do you say, dear? /","Joslin, Sesyle.",9780060230746,29
1761,Easy Adobe Photoshop elements /,"Jones, Gerald E.",9780789731128,36
1762,State of fear :,"Crichton, Michael,",9780060554385,38
1763,Earth :,"Fortey, Richard A.",9780375406263,8
1764,Beyond the Deepwoods /,"Stewart, Paul,",9780385750684,37
1765,John James Audubon :,"Rhodes, Richard.",9780375414121,8
1766,Origins :,"Tyson, Neil deGrasse.",9780393059922,25
1767,Pancakes for breakfast /,"DePaola, Tomie,",9780152594558,96
1768,Bicycle race /,"Crews, Donald.",9780688051716,78
1769,Double homicide ,"Kellerman, Jonathan.",9780446577113,67
1770,Rhythms of life :,"Foster, Russell G.",9780300105742,12
1771,Complete novels and stories /,"Chopin, Kate,",9781931082211,35
1772,Hotshots! /,"Demarest, Chris L.",9780689848162,55
1773,Double shot ,"Davidson, Diane Mott.",9780060742430,21
1775,In the shadow of no towers /,"Spiegelman, Art.",9780375423079,30
1776,The better brain book :,"Perlmutter, David,",9781573222785,42
1777,Shadows on the ivy :,"Wait, Lea.",9780743249508,42
1778,Black wind /,"Cussler, Clive.",9780399152597,60
1779,Black wind /,"Cussler, Clive.",9780399152597,50
1780,That way murder lies /,"Granger, Ann.",9780312338275,43
1781,The same sweet girls /,"King, Cassandra,",9781401300388,32
1782,The motive /,"Lescroart, John T.",9780525948445,47
1783,The motive /,"Lescroart, John T.",9780525948445,45
1784,Entombed /,"Fairstein, Linda A.",9780743254885,28
1785,The cat who went bananas /,"Braun, Lilian Jackson.",9780399152245,20
1786,Villages /,"Updike, John.",9781400042906,29
1787,Banishing Verona /,"Livesey, Margot,",9780805074628,21
1788,Fire along the sky /,"Donati, Sara,",9780553801460,36
1789,The prince of Beverly Hills ,"Woods, Stuart.",9781587247989,48
1790,Northern lights ,"Roberts, Nora.",9780786266333,72
1791,Whirlwind :,"Garber, Joseph R.",9780060596507,30
1792,Tool & die /,"Graves, Sarah.",9780553803099,49
1793,The book of shadows /,"Grace, C. L.",9780312142872,43
1794,Demon Rumm ,"Brown, Sandra,",9780375434655,65
1795,The secret hour /,"Westerfeld, Scott.",9780060519513,11
1796,The secret hour /,"Westerfeld, Scott.",9780060519513,87
1797,Loop group /,"McMurtry, Larry.",9780743250795,26
1798,"Harriet, the spy /","Fitzhugh, Louise.",9780385327831,94
1799,The golem's eye /,"Stroud, Jonathan.",9780786818600,68
1800,Watchmen /,"Moore, Alan,",9780930289232,45
1801,Dragon rider /,"Funke, Cornelia Caroline.",9780439456951,83
1802,So yesterday :,"Westerfeld, Scott.",9781595140005,24
1803,Dangerous girls :,"Stine, R. L.",9780060596163,48
1804,"Fruits basket, Vol. 5 /","Takaya, Natsuki,",9781591826071,104
1805,Ttyl /,"Myracle, Lauren,",9780810948211,52
1806,His Excellency :,"Ellis, Joseph J.",9781400032532,5
1807,Gregory Peck :,"Haney, Lynn.",9780786714735,29
1808,Lake of sorrows /,"Hart, Erin,",9780743247962,19
1809,"Eleventh month, eleventh day, eleventh hour :","Persico, Joseph E.",9780375508257,15
1810,De Kooning :,"Stevens, Mark,",9781400041756,15
1811,Smart women /,"Blume, Judy.",9780399152368,99
1812,"Fruits basket, Vol. 4 /","Takaya, Natsuki,",9781591826064,48
1813,State of fear :,"Crichton, Michael,",9780066214139,76
1814,A midsummer night's scream /,"Churchill, Jill,",9780060097981,61
1815,Mutiny /,"Stockwin, Julian.",9780743258005,24
1816,To the last man :,"Shaara, Jeff,",9780345461346,34
1817,The early human world /,"Robertshaw, Peter.",9780195161571,31
1818,A paper life /,"O'Neal, Tatum,",9780060540975,
1819,The battlefield ghost /,"Cuyler, Margery.",9780590108485,53
1820,Best friends for never : a Clique novel /,"Harrison, Lisi.",9780316701310,30
1821,Exploring the ocean /,"Day, Trevor.",9780195157383,5
1822,A girl's life online /,"Tarbox, Katherine.",9780452286610,15
1823,Faerie wars /,"Brennan, Herbie.",9781582348100,82
1824,The broker /,"Grisham, John.",9780385510455,105
1825,Alone :,"Gardner, Lisa.",9780553802535,89
1826,Chronicles /,"Dylan, Bob,",9780743228152,34
1828,Mendel in the kitchen :,"Fedoroff, Nina V.",9780309092050,18
1829,The medieval world :,"Haywood, John,",9780195214437,24
1830,Seven steps to stop a heart attack /,"Arnot, Robert Burns.",9780743225571,22
1831,The seas :,"Hunt, Samantha.",9781931561853,8
1832,"Electric girl, volume 2. /","Brennan, Michael.",9780970355515,26
1833,On the side :,"Harris, Jessica B.",9780743249171,28
1834,Unexpected blessings /,"Bradford, Barbara Taylor,",9780312307042,62
1835,Murder �a la mode /,"McKevett, G. A.",9780758204608,52
1836,Astro City : life in the big city /,"Busiek, Kurt.",9781563895517,21
1837,The bird-friendly backyard :,"Zickefoose, Julie.",9780875968735,23
1838,Access denied /,"Andrews, Donna.",9780425198384,42
1839,"Look homeward, angel :","Wolfe, Thomas,",9780684842219,24
1840,You don't have to be rich :,"Chatzky, Jean Sherman,",9781591840121,24
1841,You don't have to be rich :,"Chatzky, Jean Sherman,",9781591840121,44
1842,The king must die /,"Renault, Mary.",9780394751047,14
1843,Gifts /,"Le Guin, Ursula K.,",9780152051235,43
1844,"Electric girl, Volume 1 /","Brennan, Michael.",9780970355508,46
1845,When the enemy strikes :,"Stanley, Charles F.",9780785266105,42
1846,Invisible acts of power :,"Myss, Caroline M.",9780743264259,34
1847,Korean children's favorite stories /,"Kim, So-un,",9780804835916,26
1848,The race to save the Lord God Bird /,"Hoose, Phillip M.,",9780374361730,11
1849,Absolute beginner's guide to upgrading and fixing your PC /,"Miller, Michael,",9780789730459,31
1850,Face your fears :,"Boteach, Shmuel.",9780312326722,16
1851,The artificial white man :,"Crouch, Stanley.",9780465015153,17
1852,Cold in the earth :,"Granger, Ann.",9780312087470,81
1853,The broker ,"Grisham, John.",9780375434396,69
1854,The broker ,"Grisham, John.",9780375434396,63
1855,Skywriting :,"Pauley, Jane,",9781400061921,26
1856,1812 :,"Borneman, Walter R.,",9780060531126,34
1857,Assembling my father :,"Oliver, Anna Cypra.",9780618341528,7
1858,Dark eye :,"Bernhardt, William,",9780345470157,53
1859,The baffled parent's guide to great basketball drills /,"Garland, Jim,",9780071381413,31
1860,Cat cross their graves :,"Murphy, Shirley Rousseau.",9780060578084,34
1861,Inside the kingdom :,"Bin Ladin, Carmen.",9780786270675,38
1862,Midnight cab /,"Nichol, James W.",9781841956244,17
1863,Pol Pot :,"Short, Philip.",9780805066623,32
1864,Knit and crochet with beads /,"Chin, Lily M.",9781931499446,9
1865,Violence in our schools :,"Orr, Tamra.",9780531122686,
1866,"Yoga body, Buddha mind /","Lee, Cyndi.",9781594480249,66
1867,Look what I did with a leaf! /,"Sohi, Morteza E.",9780802782151,43
1868,Crocheting school :,,9781402708312,108
1869,"Hello, hello! /","Schlein, Miriam.",9780689834356,44
1870,Come thirsty /,"Lucado, Max.",9780849917615,3
1871,Gilead /,"Robinson, Marilynne.",9780374153892,122
1872,Dunk /,"Lubar, David.",9780618439096,38
1873,Weird U.S. :,"Moran, Mark.",9780760750438,24
1874,The final solution :,"Chabon, Michael.",9780060763404,60
1875,Bad dirt :,"Proulx, Annie.",9780743257992,31
1876,Ellie's chance to dance /,"Moss, Alexandra.",9780448435350,93
1877,Lara's leap of faith /,"Moss, Alexandra.",9780448435367,73
1878,J. Robert Oppenheimer and the American century /,"Cassidy, David C.,",9780131479968,19
1879,Emily Post's Etiquette /,"Post, Peggy,",9780066209579,24
1880,It's all in the cards :,"Mangiapane, John.",9781402709869,35
1881,Brotherhood of corruption :,"Juarez, Juan Antonio,",9781556525360,19
1882,Ordermaster /,"Modesitt, L. E.",9780765312136,20
1883,Broken for you /,"Kallos, Stephanie.",9780802117793,99
1884,Being committed /,"Maxted, Anna.",9780060096694,48
1885,Wolves eat dogs ,"Smith, Martin Cruz,",9780786271290,23
1886,The piano teacher /,"Jelinek, Elfriede,",9780802118066,29
1887,The colors of courage :,"Creighton, Margaret S.,",9780465014569,15
1888,Chance :,"Aczel, Amir D.",9781568583167,25
1889,Absolute beginner's guide to homeschooling /,"Miser, Brad.",9780789732774,49
1890,Ariel :,"Plath, Sylvia,",9780060732592,15
1891,The Yale anthology of twentieth-century French poetry /,,9780300100105,9
1892,Jews and the American soul :,"Heinze, Andrew R.",9780691117553,18
1893,Conviction :,"Patterson, Richard North.",9780345450197,50
1894,Case histories :,"Atkinson, Kate.",9780316740401,87
1895,Blind alley :,"Johansen, Iris.",9780553803419,58
1896,Claudine's daughter /,"Laker, Rosalind,",9780385147590,41
1897,American smooth :,"Dove, Rita.",9780393059878,14
1898,Shakespeare after all /,"Garber, Marjorie B.",9780375421907,33
1899,Conviction :,"Patterson, Richard North.",9780375434686,49
1900,Suspect /,"Robotham, Michael,",9780385508612,59
1901,Shantaram /,"Roberts, Gregory David.",9780312330521,61
1902,I'll be watching you /,"Kane, Andrea.",9780060741303,34
1903,All that matters /,"Goldstein, Jan.",9780786269518,39
1904,Science matters! /,"Knapp, Brian J.",9780717258345,71
1905,Empires at war :,"Fowler, William M.,",9780802714114,25
1906,The artist's watercolour problem solver :,,9780007149483,35
1907,The final judgment :,"Patterson, Richard North.",9780679429890,99
1908,"Savannah, or, A gift for Mr. Lincoln :","Jakes, John,",9780525948032,44
1909,The village bride of Beverly Hills /,"Daswani, Kavita,",9780399152146,25
1910,Died blonde /,"Cohen, Nancy J.,",9780758206565,54
1911,The Oracle betrayed /,"Fisher, Catherine,",9780060571573,32
1912,The last holiday concert /,"Clements, Andrew,",9780689845161,163
1913,The pirates! :,"Defoe, Gideon.",9780375423215,26
1914,Millions /,"Cottrell Boyce, Frank.",9780060733308,75
1915,Dream state :,"Roberts, Diane,",9780743252065,5
1916,Shredderman. Attack of the tagger /,"Van Draanen, Wendelin.",9780375823527,73
1917,The lighthouse family : The eagle /,"Rylant, Cynthia.",9780689862434,40
1918,Travel team /,"Lupica, Mike.",9780399241505,73
1919,On thin ice /,"Christopher, Matt.",9780316737395,43
1920,Granny Dan /,"Steel, Danielle.",9780385317092,88
1921,The summer of the swans,"Byars, Betsy Cromer.",9780670681907,26
1922,A season in purgatory /,"Dunne, Dominick.",9780517583869,14
1923,Waiting for Teddy Williams /,"Mosher, Howard Frank.",9780618197224,14
1924,Dark fire /,"Sansom, C. J.",9780670033720,49
1925,Crossways /,"Kohler, Sheila.",9780865381124,10
1926,Wisdom's daughter :,"Edghill, India.",9780312289379,24
1927,Deborah /,"Kreitman, Ester,",9781558614697,6
1928,Tess of the D'Urbervilles ; The mayor of Casterbridge ; Far from the madding crowd /,"Hardy, Thomas,",9780753705193,66
1929,The girl in blue /,"Wodehouse, P. G.",9780140085075,50
1930,A kiss for Little Bear /,"Minarik, Else Holmelund.",9780060242985,123
1931,A kiss for Little Bear /,"Minarik, Else Holmelund.",9780060242985,115
1932,Where shall wisdom be found? /,"Bloom, Harold.",9781573222846,17
1933,A writer's guide to fiction /,"Lyon, Elizabeth,",9780399528583,15
1934,Do you really need back surgery? :,"Filler, Aaron G.,",9780195158359,27
1935,How to become a successful consultant in your own field /,"Bermont, Hubert Ingram.",9780761511007,35
1936,The story of writing and printing /,"Ganeri, Anita,",9780195212563,24
1937,Mercy :,"Clifton, Lucille,",9781929918546,15
1938,Le Cordon Bleu classic French cookbook.,,9781564586438,78
1939,Suspect ,"Robotham, Michael,",9780375434693,50
1940,The big sky :,"Guthrie, A. B.",9780618154630,23
1941,The short reign of Pippin IV :,"Steinbeck, John,",9780140187496,11
1942,A Christmas visitor /,"Perry, Anne.",9780345476708,43
1943,Straight talk :,"Meyer, Joyce,",9780446577212,48
1944,Gestalt for beginners /,"Sinay, Sergio.",9780863162589,15
1945,Death by meeting :,"Lencioni, Patrick,",9780787968052,19
1946,The other end of the leash :,"McConnell, Patricia B.",9780345446794,34
1947,Confessions of an economic hit man /,"Perkins, John,",9781576753019,35
1948,The prodigal /,"Walcott, Derek.",9780374237431,11
1949,Simply beautiful beading :,"Boyd, Heidi,",9781581805635,93
1950,What can happen when we pray :,,9780806634067,10
1951,Haunted New Jersey :,"Martinelli, Patricia A.",9780811731560,26
1953,The essential tales and poems of Edgar Allan Poe /,"Poe, Edgar Allan,",9781593080648,32
1954,Every day is a good day :,"Mankiller, Wilma Pearl,",9781555915162,5
1955,Total immersion :,"Laughlin, Terry.",9780743253437,65
1956,Low carb 1-2-3 :,"Gold, Rozanne,",9781594861659,36
1957,Patty Jane's House of Curl :,"Landvik, Lorna,",9781882593125,18
1958,The behavior survival guide for kids :,"McIntyre, Thomas,",9781575421322,42
1959,Fleshmarket Alley /,"Rankin, Ian.",9780316095655,32
1960,Aunt Dimity and the next of kin /,"Atherton, Nancy.",9780670033782,73
1961,The art of the book proposal :,"Maisel, Eric,",9781585423347,28
1962,Louisiana lament /,"Smith, Julie,",9780765305534,25
1963,Checkpoint /,"Baker, Nicholson.",9781400044009,20
1964,The double /,"Saramago, José.",9780151010400,28
1965,The red queen :,"Drabble, Margaret,",9780151011063,35
1966,Survivor in death /,"Robb, J. D.,",9780399152085,28
1967,Birds in your backyard :,"Dolezal, Robert J.",9780762104956,24
1968,Bob Greene's total body makeover /,"Greene, Bob.",9780743254052,41
1969,The knitter's bible /,"Crompton, Claire.",9780715317990,62
1971,The little red writing book :,"Royal, Brandon,",9781582973364,26
1972,Journey from the land of no :,"*Hakk*akiy*an, Ruʼy*a.",9781400046119,18
1973,A big cheese for the White House :,"Fleming, Candace.",9780789425737,93
1974,The curious incident of the dog in the night-time /,"Haddon, Mark,",9781400032716,
1975,The curious incident of the dog in the night-time /,"Haddon, Mark,",9781400032716,2
1976,The curious incident of the dog in the night-time /,"Haddon, Mark,",9781400032716,23
1977,The curious incident of the dog in the night-time /,"Haddon, Mark,",9781400032716,12
1978,The curious incident of the dog in the night-time /,"Haddon, Mark,",9781400032716,70
1979,Divorce empowerment :,"Power, Linda E.",9780972761611,18
1980,A window across the river /,"Morton, Brian,",9780156030120,34
1981,Cutter's run /,"Tapply, William G.",9780312185619,56
1982,The effects of light /,"Beverly-Whittemore, Miranda.",9780446533294,21
1983,How to argue and win every time:,"Spence, Gerry.",9780312118273,83
1984,Saint Augustine /,"Wills, Garry,",9780670886104,32
1985,Weight training fundamentals /,"Sandler, David.",9780736044882,43
1986,Bowling fundamentals /,"Mullen, Michelle,",9780736051200,
1987,The story of basketball /,"Suen, Anastasia.",9780823959952,63
1988,The customer revolution :,"Seybold, Patricia B.",9780609607725,14
1989,Reflections on the Bible :,"Bonhoeffer, Dietrich,",9781565639881,14
1990,Blue dahlia ,"Roberts, Nora.",9781594130618,132
1991,The James Deans /,"Coleman, Reed Farrel,",9780452286504,22
1992,The plot against America ,"Roth, Philip.",9780786271696,22
1993,Pocahontas and the Powhatan dilemma :,"Townsend, Camilla,",9780809095308,4
1994,The story of figure skating /,"Suen, Anastasia.",9780823959990,30
1995,Heartfire /,"Card, Orson Scott.",9780312850548,48
1996,Vegetables /,"Dwyer, Jackie,",9780823956791,74
1998,Richard Scarry's a day at the fire station.,"Scarry, Richard.",9780307105455,34
1999,Richard Scarry's a day at the fire station.,"Scarry, Richard.",9780307105455,25
2000,Richard Scarry's a day at the fire station.,"Scarry, Richard.",9780307105455,114
2001,Pushkin meets the bundle /,"Ziefert, Harriet.",9780689814136,50
2002,When Bluebell sang /,"Ernst, Lisa Campbell.",9780689715846,20
2005,"Can you do this, Old Badger? /","Bunting, Eve,",9780152016548,22
2006,Alexander and the wind-up mouse /,"Lionni, Leo,",9780394829111,51
2007,Tippy-toe murder /,"Meier, Leslie.",9780670847914,137
2008,Spiderwick chronicles #5 : The wrath of Mulgarath /,"DiTerlizzi, Tony.",9780689859403,44
2009,Prep :,"Sittenfeld, Curtis.",9781400062317,86
2010,The last kingdom :,"Cornwell, Bernard.",9780060530518,81
2011,The guru of love /,"Upadhyay, Samrat.",9780618247271,22
2012,The secret history of the pink carnation /,"Willig, Lauren.",9780525948605,70
2013,Please don't come back from the moon /,"Bakopoulos, Dean.",9780151011353,16
2014,The geographer's library /,"Fasman, Jon.",9781594200380,24
2015,The forgotten man ,"Crais, Robert.",9780375434211,59
2016,Sandstorm /,"Rollins, James,",9780060580667,76
2017,Walk away the pounds :,"Sansone, Leslie.",9780446577007,54
2018,Feast,"Lawson, Nigella,",9781401301361,49
2019,Chocolate :,"Rosenblum, Mort.",9780865476356,25
2020,Revolutionary mothers :,"Berkin, Carol.",9781400041633,20
2021,The all Americans /,"Anderson, Lars.",9780312308872,13
2022,Big bang :,"Singh, Simon.",9780007162208,31
2023,100 flowers and how they got their names /,"Wells, Diana,",9781565121386,20
2024,Knitting on the edge :,"Epstein, Nicky.",9781931543408,10
2025,Jacques Pepin's fast food my way /,"Pépin, Jacques.",9780618393121,75
2026,Strange affair /,"Robinson, Peter,",9780060544331,43
2027,Strange affair /,"Robinson, Peter,",9780060544331,54
2028,Kira-kira /,"Kadohata, Cynthia.",9780689856396,58
2029,Bouncing back :,"Rivers, Joan.",9780060178215,24
2030,Hardy boys #189 :One false step /,"Dixon, Franklin W.",9780689873645,69
2031,"Nancy Drew, girl detective. #08, The scarlet macaw scandal /","Keene, Carolyn.",9780689868443,68
2032,The Candy Man cometh /,"Danko, Dan.",9780316734288,43
2033,Hamster in the holly : Animal ark holiday special /,"Baglio, Ben M.",9780439448932,93
2034,The abs diet :,"Zinczenko, David.",9781594862380,19
2035,Your best life now :,"Osteen, Joel.",9780446532754,61
2036,Sharpshooter :,"Gordon, Nadia.",9780811834629,9
2037,The networking survival guide :,"Darling, Diane.",9780071409995,41
2038,Tree /,"Llewellyn, Claire.",9781559718790,108
2039,On your toes :,"Isadora, Rachel.",9780060502386,116
2040,Dreams /,"Keats, Ezra Jack.",9780140567441,48
2041,With courage and cloth :,"Bausum, Ann.",9780792269915,28
2042,The threatened Florida black bear /,"Clark, Margaret Goff.",9780525651963,22
2043,Guji Guji /,"Chen, Zhiyuan,",9781929132676,75
2044,About time :,"Koscielniak, Bruce.",9780618396689,32
2045,Little hands celebrate America! :,"Hauser, Jill Frankel,",9781885593931,35
2046,Remember :,"Morrison, Toni.",9780618397402,13
2047,Dreams from my father :,"Obama, Barack.",9781400082773,40
2048,The red book /,"Lehman, Barbara.",9780618428588,58
2049,"Tick-tock, drip-drop! :","Moon, Nicola.",9781582349442,67
2050,Actual size /,"Jenkins, Steve,",9780618375943,53
2051,Coming on home soon /,"Woodson, Jacqueline.",9780399237485,45
2052,Polar bear night /,"Thompson, Lauren,",9780439495240,83
2053,The Crow-girl :,"Bredsdorff, Bodil.",9780374312473,20
2054,Bears =,"Wilson, Natashya.",9781404275188,22
2055,Wheel loaders /,"Randolph, Joanne.",9780823960262,105
2056,Pumas /,"Vogel, Elizabeth.",9780823960224,57
2057,Leaves /,"Ward, Kristin.",9780823955336,51
2058,Flowers /,"Dwyer, Jackie,",9780823956777,62
2059,Rivers /,"Dwyer, Jackie,",9780823956814,28
2060,Sand /,"Ward, Kristin.",9780823955305,27
2061,You hold me and I'll hold you /,"Carson, Jo,",9780531058954,74
2062,On point :,"Hayes, Roger S.",9780891417095,15
2063,Final account :,"Robinson, Peter,",9780425149355,116
2064,Alia's mission :,"Stamaty, Mark Alan.",9780375832178,21
2065,Psychology /,"Santrock, John W.",9780070394698,40
2066,The train of states /,"Sís, Peter,",9780060578381,78
2067,Teaching and assessing skills in English as a second language /,"Lucantoni, Peter.",9780521753562,14
2068,Love and roast chicken :,"Knutson, Barbara.",9781575056579,34
2069,Juiced :,"Canseco, Jose,",9780060746407,34
2070,Blog :,"Hewitt, Hugh,",9780785211877,30
2071,The girl who married a lion and other tales from Africa /,"McCall Smith, Alexander,",9780375423123,6
2072,The end of faith :,"Harris, Sam,",9780393035155,2
2073,Tales of the Jersey Devil /,"Girard, Geoffrey.",9780975441923,24
2074,Now or never /,"Adler, Elizabeth",9780385315920,119
2075,Wrong about Japan :,"Carey, Peter,",9781400043118,13
2076,The success principles :,"Canfield, Jack,",9780060594886,55
2077,The book of secrets :,"Chopra, Deepak.",9780517706244,85
2078,Grant and Twain :,"Perry, Mark,",9780679642732,13
2079,Baby Babka :,"Zalben, Jane Breskin.",9780618234899,24
2080,Smashed :,"Zailckas, Koren.",9780670033768,31
2081,Smashed :,"Zailckas, Koren.",9780670033768,47
2082,Imagined London :,"Quindlen, Anna.",9780792265610,16
2083,Desire Street :,"Horne, Jed,",9780374138257,17
2084,Dog breath! :,"Pilkey, Dav,",9780590474665,79
2085,The ranch house /,"Hess, Alan.",9780810943469,24
2086,Beginner's guide to gardening :,,9780762104987,45
2087,Gilberto and the wind /,"Ets, Marie Hall,",9780140502763,43
2088,Someone bigger /,"Emmett, Jonathan.",9780618443970,71
2089,The sweet tooth /,"Palatini, Margie.",9780689851599,114
2090,Kitten's first full moon /,"Henkes, Kevin,",9780060588281,130
